,t,c,o,h,l,v,s,point
957,28/11/2011,13.76,13.85,14.01,13.34,109020,ok,55
958,29/11/2011,13.93,13.76,13.93,13.76,50720,ok,70
959,30/11/2011,13.93,13.93,13.93,13.85,81690,ok,70
960,01/12/2011,14.1,13.93,14.1,13.85,39080,ok,70
961,02/12/2011,14.6,14.18,14.6,14.18,49820,ok,70
962,05/12/2011,15.26,15.01,15.26,15.01,65910,ok,70
963,06/12/2011,15.26,15.6,15.68,15.18,202420,ok,63
964,07/12/2011,15.18,15.26,15.26,14.76,55130,ok,63
965,08/12/2011,14.43,15.18,15.18,14.43,104660,ok,88
966,09/12/2011,14.18,14.43,14.6,13.76,84510,ok,95
967,12/12/2011,14.35,13.93,14.35,13.93,24140,ok,95
968,13/12/2011,15.01,14.68,15.01,14.68,95850,ok,95
969,14/12/2011,15.76,15.76,15.76,15.76,62300,ok,95
970,15/12/2011,16.51,16.51,16.51,16.26,461180,ok,95
971,16/12/2011,16.18,17.18,17.18,16.18,904050,ok,60
972,19/12/2011,15.76,15.68,15.85,15.6,78790,ok,60
973,20/12/2011,15.85,15.43,16.18,15.43,103960,ok,77.5
974,21/12/2011,16.6,16.6,16.6,16.6,618460,ok,71.33333333
975,22/12/2011,17.35,16.6,17.35,16.6,1184510,ok,71.33333333
976,23/12/2011,16.85,16.51,17.01,16.51,74780,ok,78
977,26/12/2011,16.68,16.85,17.01,16.18,205350,ok,42
978,27/12/2011,16.51,16.6,16.68,16.51,76650,ok,42
979,28/12/2011,16.68,16.35,16.85,16.35,156380,ok,60
980,29/12/2011,16.51,16.51,16.51,16.51,55850,ok,60
981,30/12/2011,16.6,16.51,16.68,16.51,76710,ok,60
982,03/01/2012,16.43,16.51,16.85,16.43,39190,ok,35
983,04/01/2012,16.51,16.6,16.68,16.43,38760,ok,35
984,05/01/2012,15.76,16.43,16.43,15.76,15860,ok,35
985,06/01/2012,15.68,15.76,15.76,15.6,22080,ok,35
986,09/01/2012,16.43,15.68,16.43,15.51,14940,ok,65
987,10/01/2012,16.43,17.01,17.01,16.01,21890,ok,65
988,11/01/2012,15.93,16.51,16.51,15.85,18160,ok,65
989,12/01/2012,15.93,16.18,16.26,15.85,35220,ok,65
990,13/01/2012,16.1,15.85,16.35,15.85,63120,ok,65
991,16/01/2012,15.68,15.93,16.1,15.68,36040,ok,65
992,17/01/2012,16.35,15.51,16.43,15.51,36590,ok,69.33333333
993,18/01/2012,16.6,16.68,16.68,15.68,19050,ok,65
994,19/01/2012,17.35,16.51,17.35,16.51,72240,ok,65
995,20/01/2012,17.18,17.51,17.51,17.18,52370,ok,65
996,30/01/2012,18.02,17.18,18.02,17.18,40070,ok,45
997,31/01/2012,18.18,18.35,18.35,18.02,200100,ok,45
998,01/02/2012,18.85,18.18,18.85,17.85,60760,ok,45
999,02/02/2012,19.02,18.85,19.35,18.35,99860,ok,85
1000,03/02/2012,19.02,19.35,19.35,19.02,90510,ok,50
1001,06/02/2012,19.68,19.18,19.68,19.02,63650,ok,50
1002,07/02/2012,19.52,19.68,20.02,19.18,74480,ok,50
1003,08/02/2012,19.52,19.35,19.68,19.18,81410,ok,50
1004,09/02/2012,19.52,19.68,19.68,19.52,44630,ok,50
1005,10/02/2012,19.35,19.35,19.35,19.02,103570,ok,50
1006,13/02/2012,18.52,19.02,19.02,18.52,24220,ok,92
1007,14/02/2012,19.18,18.18,19.18,18.18,52090,ok,92
1008,15/02/2012,19.18,18.68,19.52,18.68,23410,ok,92
1009,16/02/2012,19.18,19.52,19.52,18.85,53320,ok,92
1010,17/02/2012,19.02,18.68,19.52,18.68,24790,ok,92
1011,20/02/2012,18.85,19.18,19.52,18.35,12450,ok,67
1012,21/02/2012,18.85,19.35,19.35,18.68,19080,ok,67
1013,22/02/2012,19.18,18.85,19.18,18.52,21970,ok,78
1014,23/02/2012,19.18,19.02,19.18,18.85,58220,ok,78
1015,24/02/2012,18.68,19.35,19.35,18.68,41550,ok,78
1016,27/02/2012,18.35,18.68,19.18,18.35,82920,ok,78
1017,28/02/2012,18.35,18.35,18.68,18.18,40460,ok,78
1018,29/02/2012,17.51,18.35,18.35,17.51,87450,ok,78
1019,01/03/2012,16.68,17.01,17.01,16.68,209560,ok,78
1020,02/03/2012,17.51,17.01,17.51,17.01,156970,ok,78
1021,05/03/2012,18.35,18.35,18.35,18.35,143510,ok,78
1022,06/03/2012,17.85,19.18,19.18,17.85,66240,ok,64
1023,07/03/2012,17.68,17.85,18.02,17.18,117880,ok,64
1024,08/03/2012,17.51,17.35,18.18,17.35,84220,ok,64
1025,09/03/2012,18.02,17.51,18.02,17.51,37970,ok,64
1026,12/03/2012,17.68,17.18,18.35,17.18,61400,ok,64
1027,13/03/2012,16.85,17.35,17.51,16.85,241710,ok,64
1028,14/03/2012,17.51,17.51,17.51,16.51,44600,ok,64
1029,15/03/2012,16.68,17.01,17.51,16.68,230330,ok,64
1030,16/03/2012,16.35,17.35,17.35,16.18,240330,ok,64
1031,19/03/2012,16.35,16.35,16.35,15.85,150700,ok,64
1032,20/03/2012,16.68,16.35,17.01,16.35,130940,ok,64
1033,21/03/2012,16.68,16.85,16.85,16.51,144040,ok,64
1034,22/03/2012,16.68,16.43,16.85,16.43,123360,ok,64
1035,23/03/2012,17.18,16.68,17.18,16.68,153050,ok,74.33333333
1036,26/03/2012,17.85,17.51,17.85,17.01,219500,ok,74.33333333
1037,27/03/2012,17.01,17.85,17.85,17.01,773110,ok,69
1038,28/03/2012,16.18,16.18,16.35,16.18,593350,ok,69
1039,29/03/2012,15.76,16.6,16.6,15.68,258600,ok,82
1040,30/03/2012,16.01,16.01,16.01,15.68,196260,ok,85
1041,03/04/2012,16.01,16.01,16.01,15.85,148470,ok,85
1042,04/04/2012,15.51,16.01,16.01,15.51,248100,ok,85
1043,05/04/2012,15.51,15.51,15.76,15.26,256960,ok,85
1044,06/04/2012,15.68,15.68,15.76,15.51,93370,ok,85
1045,09/04/2012,15.51,15.85,15.85,15.35,234310,ok,85
1046,10/04/2012,15.35,15.51,15.51,15.35,359080,ok,85
1047,11/04/2012,15.76,15.35,15.76,15.26,263240,ok,65
1048,12/04/2012,15.93,15.93,16.18,15.76,282800,ok,65
1049,13/04/2012,15.85,15.93,16.35,15.85,220290,ok,65
1050,16/04/2012,16.26,16.01,16.43,15.93,178680,ok,65
1051,17/04/2012,16.51,16.26,16.6,16.1,213830,ok,65
1052,18/04/2012,16.6,16.68,17.18,16.51,156310,ok,70
1053,19/04/2012,16.51,16.6,16.68,16.26,190740,ok,70
1054,20/04/2012,16.43,16.68,16.68,16.26,250770,ok,70
1055,23/04/2012,16.51,16.26,16.51,16.26,156350,ok,70
1056,24/04/2012,16.51,16.35,16.51,16.26,160260,ok,70
1057,25/04/2012,16.51,16.51,16.51,16.35,233260,ok,75
1058,26/04/2012,16.68,16.68,16.85,16.6,98120,ok,90
1059,27/04/2012,16.85,16.85,16.85,16.68,171160,ok,90
1060,02/05/2012,17.01,17.18,17.51,16.85,217450,ok,90
1061,03/05/2012,17.01,17.01,17.18,16.85,136060,ok,90
1062,04/05/2012,17.35,17.01,17.35,16.85,105640,ok,90
1063,07/05/2012,17.35,17.35,17.51,16.85,133040,ok,90
1064,08/05/2012,17.35,17.35,17.35,17.01,137150,ok,90
1065,09/05/2012,17.18,17.35,17.35,17.01,122410,ok,90
1066,10/05/2012,17.18,17.35,17.35,17.01,90920,ok,90
1067,11/05/2012,17.01,17.18,17.35,17.01,93430,ok,90
1068,14/05/2012,17.01,16.85,17.18,16.85,79080,ok,90
1069,15/05/2012,16.68,16.85,17.18,16.51,114310,ok,90
1070,16/05/2012,16.6,16.68,17.01,16.43,143950,ok,90
1071,17/05/2012,16.6,16.35,16.6,16.18,207350,ok,90
1072,18/05/2012,16.51,16.6,16.6,16.01,169600,ok,90
1073,21/05/2012,16.85,16.68,16.85,16.68,108700,ok,90
1074,22/05/2012,17.18,17.01,17.18,16.85,87130,ok,90
1075,23/05/2012,17.01,16.68,17.35,16.68,101180,ok,90
1076,24/05/2012,16.85,16.68,17.18,16.68,71170,ok,90
1077,25/05/2012,17.01,17.01,17.01,16.68,169090,ok,75
1078,28/05/2012,17.18,17.18,17.35,16.85,86790,ok,75
1079,29/05/2012,17.35,17.18,17.35,17.01,82090,ok,75
1080,30/05/2012,17.51,17.35,17.51,17.18,226650,ok,76
1081,31/05/2012,17.18,17.18,17.51,17.18,61250,ok,76
1082,01/06/2012,17.18,17.35,17.35,17.18,73670,ok,70
1083,04/06/2012,17.23,17.86,17.86,17.01,85690,ok,70
1084,05/06/2012,17.23,16.8,17.44,16.59,161020,ok,70
1085,06/06/2012,17.65,17.23,17.65,17.12,186260,ok,70
1086,07/06/2012,17.86,18.18,18.18,17.76,103390,ok,70
1087,08/06/2012,17.86,18.29,18.29,17.86,115130,ok,70
1088,11/06/2012,17.86,17.86,17.86,17.23,144500,ok,70
1089,12/06/2012,17.76,17.76,17.86,17.33,116260,ok,70
1090,13/06/2012,17.76,17.97,17.97,17.44,124350,ok,70
1091,14/06/2012,17.65,17.76,17.76,17.12,184830,ok,70
1092,15/06/2012,17.55,17.44,17.65,17.23,348600,ok,70
1093,18/06/2012,17.55,17.65,17.65,17.55,116570,ok,70
1094,19/06/2012,17.44,17.44,17.55,17.33,86230,ok,70
1095,20/06/2012,17.44,17.55,17.55,17.23,117450,ok,70
1096,21/06/2012,17.55,17.44,17.55,17.33,100900,ok,75
1097,22/06/2012,17.23,17.44,17.44,17.23,108520,ok,75
1098,25/06/2012,18.08,17.23,18.08,17.23,276560,ok,75
1099,26/06/2012,18.08,18.08,18.08,17.44,472290,ok,75
1100,27/06/2012,18.08,18.08,18.18,17.86,427270,ok,75
1101,28/06/2012,17.97,17.97,17.97,17.55,175400,ok,75
1102,29/06/2012,17.86,17.65,17.97,17.65,243790,ok,75
1103,02/07/2012,17.44,17.55,17.86,17.33,169750,ok,78
1104,03/07/2012,17.23,17.33,17.44,17.12,83890,ok,78
1105,04/07/2012,17.23,17.23,17.33,17.12,75960,ok,78
1106,05/07/2012,17.23,17.01,17.44,17.01,76350,ok,78
1107,06/07/2012,17.12,17.12,17.44,17.01,91920,ok,78
1108,09/07/2012,16.8,17.01,17.23,16.59,161250,ok,78
1109,10/07/2012,16.7,16.8,16.8,16.38,120480,ok,78
1110,11/07/2012,16.48,16.7,16.7,16.27,200620,ok,78
1111,12/07/2012,16.48,15.95,16.8,15.95,85610,ok,76
1112,13/07/2012,17.01,16.59,17.01,16.59,181940,ok,76
1113,16/07/2012,16.8,17.01,17.01,16.38,102830,ok,76
1114,17/07/2012,16.8,16.27,16.8,16.27,273730,ok,76
1115,18/07/2012,16.7,16.8,16.8,16.59,109590,ok,76
1116,19/07/2012,16.8,16.38,16.8,16.38,185100,ok,76
1117,20/07/2012,16.7,16.8,16.8,16.7,225810,ok,76
1118,23/07/2012,16.59,16.8,16.8,16.38,109340,ok,76
1119,24/07/2012,16.38,16.59,16.59,16.06,240320,ok,76
1120,25/07/2012,16.38,16.38,16.48,16.06,100730,ok,76
1121,26/07/2012,16.38,16.16,16.48,16.16,111310,ok,76
1122,27/07/2012,16.48,16.38,16.48,16.16,246010,ok,76
1123,30/07/2012,16.48,16.16,16.48,16.16,199800,ok,76
1124,31/07/2012,16.38,16.27,16.48,16.27,159950,ok,70
1125,01/08/2012,16.27,16.27,16.38,16.06,172190,ok,70
1126,02/08/2012,16.7,16.38,17.01,16.38,254950,ok,70
1127,03/08/2012,16.7,16.7,16.7,16.48,123450,ok,70
1128,06/08/2012,16.7,16.27,16.7,16.27,147010,ok,70
1129,07/08/2012,16.8,16.8,16.91,16.59,165390,ok,70
1130,08/08/2012,16.91,17.01,17.01,16.8,107540,ok,70
1131,09/08/2012,16.91,16.91,17.01,16.8,100400,ok,70
1132,10/08/2012,16.91,17.01,17.01,16.8,65470,ok,70
1133,13/08/2012,17.01,16.7,17.01,16.7,53020,ok,90
1134,14/08/2012,17.12,17.01,17.12,17.01,93610,ok,90
1135,15/08/2012,17.01,17.23,17.23,17.01,79010,ok,90
1136,16/08/2012,16.91,17.01,17.01,16.8,115560,ok,90
1137,17/08/2012,16.7,17.01,17.01,16.7,85650,ok,90
1138,20/08/2012,16.8,16.91,16.91,16.59,230260,ok,49
1139,21/08/2012,16.27,16.59,16.8,16.06,165180,ok,49
1140,22/08/2012,16.27,16.16,16.38,15.95,212800,ok,49
1141,23/08/2012,15.53,15.85,15.95,15.53,244370,ok,49
1142,24/08/2012,15.53,15.53,15.74,14.78,263110,ok,49
1143,27/08/2012,14.78,15.53,15.53,14.78,304450,ok,49
1144,28/08/2012,14.89,14.78,14.89,14.57,118670,ok,49
1145,29/08/2012,14.99,15.42,15.63,14.89,135960,ok,49
1146,30/08/2012,15.74,15.31,15.74,15.1,60820,ok,49
1147,31/08/2012,14.99,15.53,15.53,14.99,208770,ok,49
1148,04/09/2012,15.42,15.53,15.74,15.31,73830,ok,49
1149,05/09/2012,15.31,15.74,15.74,15.21,87930,ok,49
1150,06/09/2012,15.42,15.21,15.53,15.21,70640,ok,49
1151,07/09/2012,15.31,15.42,15.53,15.31,90690,ok,49
1152,10/09/2012,15.21,15.53,15.53,15.1,68830,ok,49
1153,11/09/2012,15.31,15.31,15.42,15.21,73230,ok,49
1154,12/09/2012,15.31,15.42,15.42,15.31,83310,ok,49
1155,13/09/2012,15.31,15.31,15.42,15.21,80380,ok,49
1156,14/09/2012,15.74,15.74,15.74,15.53,151910,ok,87
1157,17/09/2012,15.95,16.16,16.48,15.95,324310,ok,87
1158,18/09/2012,16.27,16.38,16.48,15.74,103210,ok,68
1159,19/09/2012,16.38,16.16,16.38,16.16,206300,ok,68
1160,20/09/2012,16.38,16.48,16.48,16.27,115490,ok,68
1161,21/09/2012,17.01,16.48,17.01,16.48,307720,ok,68
1162,24/09/2012,16.91,17.01,17.01,16.59,262890,ok,68
1163,25/09/2012,17.12,17.01,17.12,16.7,214740,ok,68
1164,26/09/2012,17.76,17.33,17.86,17.23,450280,ok,68
1165,27/09/2012,17.65,17.97,18.08,17.01,316390,ok,72
1166,28/09/2012,17.65,17.55,17.76,17.12,278510,ok,72
1167,01/10/2012,17.55,17.44,17.55,17.12,160560,ok,72
1168,02/10/2012,17.44,17.44,17.55,17.33,141870,ok,72
1169,03/10/2012,16.8,17.44,17.44,16.8,112160,ok,72
1170,04/10/2012,17.01,17.01,17.01,16.8,53330,ok,72
1171,05/10/2012,17.01,17.01,17.01,16.8,53850,ok,72
1172,08/10/2012,17.23,17.01,17.23,17.01,157200,ok,72
1173,09/10/2012,17.12,17.01,17.23,17.01,44400,ok,72
1174,10/10/2012,17.01,17.23,17.23,16.91,54980,ok,72
1175,11/10/2012,16.8,16.8,17.01,16.8,53630,ok,72
1176,12/10/2012,16.7,16.59,17.01,16.59,34370,ok,72
1177,15/10/2012,16.8,16.48,16.8,16.48,42970,ok,72
1178,16/10/2012,16.8,16.8,16.91,16.59,62130,ok,72
1179,17/10/2012,16.8,16.8,16.8,16.59,44560,ok,72
1180,18/10/2012,16.8,16.38,16.8,16.38,52280,ok,72
1181,19/10/2012,16.8,16.8,16.91,16.59,59850,ok,72
1182,22/10/2012,16.7,16.8,16.8,16.38,51680,ok,72
1183,23/10/2012,16.59,16.48,16.8,16.48,48050,ok,72
1184,24/10/2012,16.59,16.59,16.59,16.27,59780,ok,72
1185,25/10/2012,16.59,16.38,16.7,16.38,112290,ok,72
1186,26/10/2012,16.48,16.48,16.59,16.48,49720,ok,72
1187,29/10/2012,16.59,16.27,16.59,16.27,28610,ok,72
1188,30/10/2012,16.59,16.59,16.59,16.38,43900,ok,72
1189,31/10/2012,16.59,16.38,16.59,16.38,46420,ok,72
1190,01/11/2012,16.59,16.48,16.59,16.48,52830,ok,72
1191,02/11/2012,16.48,16.38,16.59,15.95,30990,ok,72
1192,05/11/2012,16.59,16.48,16.59,16.48,24130,ok,72
1193,06/11/2012,16.59,16.27,16.59,16.27,28510,ok,72
1194,07/11/2012,16.59,16.59,16.59,16.38,85680,ok,72
1195,08/11/2012,16.7,16.38,16.7,16.38,163300,ok,72
1196,09/11/2012,16.7,16.7,16.7,16.38,29400,ok,72
1197,12/11/2012,16.7,16.38,16.7,16.38,39430,ok,72
1198,13/11/2012,16.59,16.48,16.7,16.48,28090,ok,72
1199,14/11/2012,16.59,16.38,16.7,16.38,30740,ok,84
1200,15/11/2012,16.48,16.38,16.59,16.38,33090,ok,84
1201,16/11/2012,16.48,16.38,16.48,16.27,26820,ok,84
1202,19/11/2012,16.38,16.27,16.48,16.16,37530,ok,84
1203,20/11/2012,16.38,16.38,16.38,16.06,30340,ok,84
1204,21/11/2012,16.27,16.16,16.27,16.06,40420,ok,84
1205,22/11/2012,16.16,16.06,16.16,16.06,51090,ok,84
1206,23/11/2012,16.16,16.16,16.16,16.06,30240,ok,84
1207,26/11/2012,16.06,16.06,16.06,15.85,49340,ok,84
1208,27/11/2012,15.63,15.85,16.06,15.63,44800,ok,80
1209,28/11/2012,15.63,15.53,15.63,14.89,150630,ok,80
1210,29/11/2012,15.74,15.53,15.74,15.53,75950,ok,80
1211,30/11/2012,15.63,15.53,15.63,15.31,51470,ok,80
1212,03/12/2012,15.63,15.63,15.74,15.53,120380,ok,80
1213,04/12/2012,15.53,15.63,15.63,15.42,97460,ok,80
1214,05/12/2012,15.53,15.53,15.53,15.42,53690,ok,80
1215,06/12/2012,15.53,15.53,15.53,15.42,44490,ok,78
1216,07/12/2012,14.99,15.53,15.53,14.99,128930,ok,78
1217,10/12/2012,15.63,15.42,15.74,15.42,93490,ok,78
1218,11/12/2012,16.16,15.63,16.16,15.63,140130,ok,78
1219,12/12/2012,15.85,15.95,16.27,15.63,83930,ok,78
1220,13/12/2012,15.85,16.16,16.16,15.85,37040,ok,78
1221,14/12/2012,16.16,15.85,16.16,15.85,59940,ok,86
1222,17/12/2012,15.74,15.63,15.85,15.42,65620,ok,86
1223,18/12/2012,15.53,15.85,15.85,15.42,71320,ok,86
1224,19/12/2012,15.95,15.31,15.95,15.31,85810,ok,86
1225,20/12/2012,15.53,15.74,15.85,15.53,119360,ok,86
1226,21/12/2012,15.63,15.85,15.85,15.21,220600,ok,86
1227,24/12/2012,15.74,15.85,15.95,15.63,115730,ok,86
1228,25/12/2012,15.74,15.95,15.95,15.63,164070,ok,86
1229,26/12/2012,15.95,15.74,15.95,15.63,129370,ok,86
1230,27/12/2012,16.38,15.95,16.38,15.85,143480,ok,86
1231,28/12/2012,17.01,16.38,17.01,16.27,70570,ok,86
1232,02/01/2013,17.01,16.91,17.44,16.8,106720,ok,86
1233,03/01/2013,17.01,17.01,17.01,16.8,118830,ok,86
1234,04/01/2013,17.01,17.01,17.12,16.8,162880,ok,86
1235,07/01/2013,17.76,17.12,17.86,17.12,370650,ok,76
1236,08/01/2013,17.97,17.97,18.08,17.76,363210,ok,76
1237,09/01/2013,17.65,17.97,17.97,17.65,81350,ok,76
1238,10/01/2013,17.65,17.65,17.65,17.23,120980,ok,76
1239,11/01/2013,17.76,17.97,17.97,17.55,171140,ok,76
1240,14/01/2013,17.76,17.86,17.86,17.65,215400,ok,76
1241,15/01/2013,17.76,18.08,18.18,17.76,160930,ok,65
1242,16/01/2013,17.97,18.08,18.18,17.76,237940,ok,65
1243,17/01/2013,18.08,18.08,18.18,17.97,137110,ok,65
1244,18/01/2013,18.08,18.08,18.18,17.97,205380,ok,65
1245,21/01/2013,17.86,17.97,18.18,17.86,133100,ok,65
1246,22/01/2013,18.25,18.81,18.81,18.11,200700,ok,65
1247,23/01/2013,18.39,18.39,18.67,18.25,305690,ok,65
1248,24/01/2013,18.39,18.39,18.53,18.25,248840,ok,65
1249,25/01/2013,18.53,18.39,18.67,18.39,352190,ok,65
1250,28/01/2013,18.81,18.95,19.09,18.81,331350,ok,65
1251,29/01/2013,18.81,18.81,18.95,18.67,312550,ok,65
1252,30/01/2013,18.81,18.81,18.95,18.67,596680,ok,65
1253,31/01/2013,18.67,18.53,18.81,18.53,131930,ok,65
1254,01/02/2013,18.81,18.67,18.81,18.53,188520,ok,65
1255,04/02/2013,18.81,18.81,18.95,18.81,244350,ok,90
1256,05/02/2013,18.81,18.81,19.09,18.81,741040,ok,90
1257,06/02/2013,18.95,19.09,19.09,18.81,175610,ok,90
1258,07/02/2013,18.95,19.09,19.09,18.81,104460,ok,70
1259,08/02/2013,18.95,18.81,19.09,18.53,96950,ok,70
1260,18/02/2013,18.53,18.95,18.95,18.53,117770,ok,70
1261,19/02/2013,18.81,19.09,19.09,18.67,463190,ok,83
1262,20/02/2013,18.81,18.95,18.95,18.67,145770,ok,83
1263,21/02/2013,18.25,18.67,18.81,18.25,91840,ok,83
1264,22/02/2013,17.97,18.25,18.53,17.83,109240,ok,83
1265,25/02/2013,18.25,18.25,18.25,17.97,60860,ok,83
1266,26/02/2013,17.55,18.11,18.11,17.27,145630,ok,83
1267,27/02/2013,17.83,17.55,17.83,17.41,115050,ok,83
1268,28/02/2013,18.81,17.83,18.95,17.83,551700,ok,78
1269,01/03/2013,18.53,19.09,19.09,18.53,132410,ok,68
1270,04/03/2013,19.09,18.95,19.65,18.67,379190,ok,68
1271,05/03/2013,18.53,18.95,18.95,18.53,201440,ok,75
1272,06/03/2013,18.53,19.09,19.09,18.39,94290,ok,50
1273,07/03/2013,18.11,18.53,18.53,18.11,283370,ok,50
1274,08/03/2013,18.25,18.25,18.39,18.11,73590,ok,50
1275,11/03/2013,18.53,18.25,18.53,18.11,74730,ok,89
1276,12/03/2013,17.83,18.25,18.39,17.83,169070,ok,89
1277,13/03/2013,17.83,18.11,18.25,17.69,144800,ok,89
1278,14/03/2013,17.97,17.83,17.97,17.69,75210,ok,89
1279,15/03/2013,18.39,18.11,18.39,17.97,415500,ok,89
1280,18/03/2013,18.11,18.39,18.53,18.11,102710,ok,89
1281,19/03/2013,18.11,17.97,18.39,17.97,58810,ok,89
1282,20/03/2013,18.25,17.97,18.25,17.97,61650,ok,89
1283,21/03/2013,18.39,18.25,18.53,18.25,94400,ok,89
1284,22/03/2013,18.25,18.39,18.95,18.25,210740,ok,89
1285,25/03/2013,18.67,18.25,18.81,18.25,286920,ok,89
1286,26/03/2013,18.53,18.81,18.95,18.53,154130,ok,89
1287,27/03/2013,18.11,18.53,18.53,18.11,114830,ok,89
1288,28/03/2013,17.97,18.25,18.25,17.69,135090,ok,89
1289,29/03/2013,17.83,17.69,17.97,17.69,36080,ok,89
1290,01/04/2013,18.39,17.97,18.39,17.83,88590,ok,78
1291,02/04/2013,18.53,18.11,18.53,18.11,95700,ok,78
1292,03/04/2013,18.11,18.25,18.53,17.83,124760,ok,78
1293,04/04/2013,17.83,18.25,18.25,17.55,116840,ok,78
1294,05/04/2013,18.25,18.11,18.39,17.97,218290,ok,78
1295,08/04/2013,18.25,18.53,18.53,18.11,99740,ok,78
1296,09/04/2013,17.97,18.11,18.25,17.83,141820,ok,78
1297,10/04/2013,17.69,17.97,17.97,17.69,505340,ok,78
1298,11/04/2013,17.97,17.69,17.97,17.55,133050,ok,78
1299,12/04/2013,17.83,17.97,17.97,17.55,98270,ok,78
1300,15/04/2013,17.41,17.83,17.83,16.84,82290,ok,78
1301,16/04/2013,17.41,17.12,17.41,16.7,246990,ok,78
1302,17/04/2013,17.41,17.41,17.69,17.12,109460,ok,78
1303,18/04/2013,17.27,16.98,17.27,16.84,463190,ok,78
1304,22/04/2013,17.12,17.12,17.27,16.84,204960,ok,78
1305,23/04/2013,17.27,17.27,17.27,16.98,90120,ok,78
1306,24/04/2013,17.12,17.12,17.27,17.12,181360,ok,78
1307,25/04/2013,17.41,17.27,17.41,17.12,59080,ok,78
1308,26/04/2013,17.41,17.12,17.41,17.12,82480,ok,78
1309,02/05/2013,17.83,17.12,17.97,17.12,157650,ok,78
1310,03/05/2013,17.83,17.55,17.97,17.55,73490,ok,78
1311,06/05/2013,17.97,17.97,18.11,17.97,77570,ok,78
1312,07/05/2013,17.97,17.97,18.11,17.83,340450,ok,78
1313,08/05/2013,18.11,17.97,18.11,17.97,69240,ok,78
1314,09/05/2013,18.11,17.83,18.11,17.83,61220,ok,55
1315,10/05/2013,17.97,18.11,18.25,17.55,144130,ok,55
1316,13/05/2013,18.11,17.97,18.11,17.69,82340,ok,75
1317,14/05/2013,18.11,18.11,18.11,17.83,35240,ok,75
1318,15/05/2013,17.97,18.11,18.11,17.83,115010,ok,75
1319,16/05/2013,17.83,18.11,18.11,17.83,58710,ok,75
1320,17/05/2013,17.97,17.97,17.97,17.83,41100,ok,75
1321,20/05/2013,17.97,17.97,17.97,17.69,20020,ok,75
1322,21/05/2013,18.11,17.69,18.11,17.69,31840,ok,75
1323,22/05/2013,18.53,17.97,18.53,17.97,246700,ok,75
1324,23/05/2013,17.97,18.53,18.53,17.97,199720,ok,75
1325,24/05/2013,18.25,17.97,18.39,17.97,355190,ok,75
1326,27/05/2013,18.81,18.25,18.95,18.25,255140,ok,75
1327,28/05/2013,18.81,18.81,19.09,18.67,243170,ok,75
1328,29/05/2013,20.07,18.95,20.07,18.25,848370,ok,75
1329,30/05/2013,20.07,20.63,21.2,20.07,1325820,ok,76.5
1330,31/05/2013,19.09,20.49,20.49,19.09,759040,ok,76.5
1331,03/06/2013,19.37,19.09,19.65,18.81,183400,ok,76.5
1332,04/06/2013,20.07,20.63,20.63,20.07,2422400,ok,62.5
1333,05/06/2013,19.51,19.93,19.93,19.51,635050,ok,62.5
1334,06/06/2013,19.23,19.37,19.51,19.23,549640,ok,62.5
1335,07/06/2013,19.51,19.23,19.51,19.09,906520,ok,62.5
1336,10/06/2013,19.65,20.21,20.21,19.65,1263220,ok,87
1337,11/06/2013,19.23,19.79,19.79,19.09,1013170,ok,68
1338,12/06/2013,19.37,19.37,19.65,19.23,650840,ok,74
1339,13/06/2013,19.09,19.23,19.51,18.81,643900,ok,74
1340,14/06/2013,18.25,19.09,19.09,18.25,1565440,ok,74
1341,17/06/2013,17.97,18.39,18.39,17.83,1538990,ok,87
1342,18/06/2013,17.97,18.11,18.25,17.97,1364110,ok,93
1343,19/06/2013,17.97,18.25,18.25,17.97,951470,ok,93
1344,20/06/2013,17.83,17.97,18.11,17.83,357810,ok,93
1345,21/06/2013,17.69,17.69,17.97,17.55,635240,ok,93
1346,24/06/2013,17.55,17.83,17.97,17.41,755930,ok,93
1347,25/06/2013,17.27,17.55,17.55,16.7,946390,ok,93
1348,26/06/2013,17.27,17.27,17.41,16.84,1003120,ok,93
1349,27/06/2013,17.69,17.27,17.69,17.27,345020,ok,93
1350,28/06/2013,17.55,17.69,17.83,17.55,320100,ok,93
1351,01/07/2013,17.27,17.55,17.55,17.12,155160,ok,93
1352,02/07/2013,17.83,17.41,17.97,17.27,413990,ok,93
1353,03/07/2013,17.83,17.83,17.97,17.55,514930,ok,70
1354,04/07/2013,17.69,17.83,18.11,17.69,1982700,ok,90
1355,05/07/2013,17.69,17.83,17.83,17.55,144780,ok,90
1356,08/07/2013,17.41,17.69,17.69,17.27,238650,ok,90
1357,09/07/2013,17.69,17.41,17.69,17.41,280430,ok,90
1358,10/07/2013,17.55,17.83,17.83,17.41,207760,ok,90
1359,11/07/2013,17.83,17.55,17.83,17.41,2499420,ok,90
1360,12/07/2013,18.25,17.83,18.25,17.69,2300070,ok,78
1361,15/07/2013,18.11,18.25,18.39,17.69,2470510,ok,78
1362,16/07/2013,17.97,18.11,18.25,17.69,3291530,ok,95
1363,17/07/2013,17.97,17.97,18.25,17.69,3892710,ok,85
1364,18/07/2013,17.83,17.83,18.11,17.69,4173320,ok,85
1365,19/07/2013,17.97,17.97,18.11,17.69,3411160,ok,70
1366,22/07/2013,17.83,17.97,17.97,17.69,4404440,ok,70
