,t,c,o,h,l,v,s,point
3308,07/05/2021,117.33,117.33,117.33,114.22,1769100,ok,52.5
3309,10/05/2021,117.78,117.33,117.78,114.76,1099300,ok,65
3310,11/05/2021,116.45,117.78,118.58,116,1164200,ok,65
3311,12/05/2021,115.38,115.56,117.33,113.78,1390400,ok,65
3312,13/05/2021,112.45,113.78,115.56,112.45,1723500,ok,65
3313,14/05/2021,111.38,112.45,112.89,109.51,2609800,ok,65
3314,17/05/2021,110.22,112,115.56,110.22,2417900,ok,68
3315,18/05/2021,107.56,110.22,112,107.56,2452700,ok,67
3316,19/05/2021,106.76,106.67,107.56,104.98,2178400,ok,67
3317,20/05/2021,109.25,106.76,109.51,106.67,2084900,ok,67
3318,21/05/2021,108.89,109.33,109.33,107.11,1622400,ok,68
3319,24/05/2021,108.53,108.89,109.87,107.56,1985800,ok,45
3320,25/05/2021,108.71,108.8,108.8,107.73,1514900,ok,75.25
3321,26/05/2021,108.18,108.45,108.62,107.11,1677500,ok,75.25
3322,27/05/2021,106.94,107.47,107.56,105.78,2081300,ok,65
3323,28/05/2021,106.49,106.76,109.33,105.78,1847400,ok,65
3324,31/05/2021,104.45,106.49,106.67,103.11,1846800,ok,75
3325,01/06/2021,106.67,103.29,107.56,103.11,2155400,ok,72.5
3326,02/06/2021,104.45,106.85,108.36,104,3130600,ok,70
3327,03/06/2021,105.33,104.89,105.6,104,2488900,ok,70
3328,04/06/2021,107.56,105.33,107.56,105.33,3689200,ok,70
3329,07/06/2021,109.33,109.16,112.45,108.45,3681800,ok,65
3330,08/06/2021,106.49,111.02,111.73,105.78,2699600,ok,65
3331,09/06/2021,105.6,106.67,107.56,104,1813300,ok,65
3332,10/06/2021,103.56,105.33,105.96,103.56,2929000,ok,40
3333,11/06/2021,104.89,104,104.89,103.38,1729000,ok,40
3334,14/06/2021,106.67,105.07,107.11,104.98,1933100,ok,40
3335,15/06/2021,108.18,106.67,108.45,106.22,1348000,ok,40
3336,16/06/2021,105.87,108.18,108.18,105.78,1180600,ok,65
3337,17/06/2021,104,104.89,105.69,104,2848500,ok,65
3338,18/06/2021,104.36,104.89,105.16,104,1788400,ok,65
3339,21/06/2021,104.36,104.45,105.69,104.27,1497200,ok,65
3340,22/06/2021,104.45,104.89,105.51,104.09,2161600,ok,65
3341,23/06/2021,103.91,104.89,104.98,103.56,1281200,ok,65
3342,24/06/2021,104.45,104.8,105.07,103.82,1374300,ok,65
3343,25/06/2021,104.45,104.18,104.89,103.73,1763300,ok,77
3344,28/06/2021,103.73,104.45,104.53,103.73,1711000,ok,68
3345,29/06/2021,104.89,103.91,106.05,103.91,2339900,ok,68
3346,30/06/2021,105.78,104.89,108,104.89,2685900,ok,45
3347,01/07/2021,105.42,106.4,106.58,105.33,2194700,ok,63
3348,02/07/2021,104.45,104.98,105.69,104.45,1789100,ok,70
3349,05/07/2021,102.22,104.45,104.45,102.14,2765200,ok,75
3350,06/07/2021,99.56,102.22,103.11,99.56,3006500,ok,73.33333333
3351,07/07/2021,101.33,99.56,101.33,97.78,2507000,ok,71.66666667
3352,08/07/2021,98.67,100.45,100.45,98.22,1480900,ok,56.5
3353,09/07/2021,96.53,98.49,98.67,95.56,1787900,ok,67.66666667
3354,12/07/2021,92.45,96.45,97.78,90.4,2863900,ok,78.5
3355,13/07/2021,91.56,92.53,93.42,88,2355200,ok,75
3356,14/07/2021,91.56,91.56,94.58,90.67,2585100,ok,75
3357,15/07/2021,90.67,91.56,92.18,89.96,2584200,ok,65
3358,16/07/2021,94.05,90.76,94.31,90.76,2158200,ok,62.33333333
3359,19/07/2021,91.47,91.65,93.33,89.33,1851300,ok,75
3360,20/07/2021,91.56,91.2,91.82,88.89,2130300,ok,70
3361,21/07/2021,92.45,91.65,94.67,90.67,2765100,ok,59
3362,22/07/2021,94.4,92.45,94.94,92.18,2242200,ok,66.5
3363,23/07/2021,92.45,94.4,96.71,92.45,3088800,ok,65
3364,26/07/2021,92.62,93.16,93.69,91.65,1940200,ok,60
3365,27/07/2021,92.71,93.33,94.05,92.71,1442800,ok,71.5
3366,28/07/2021,93.51,92.71,93.78,92.45,1192400,ok,60
3367,29/07/2021,93.42,93.78,93.87,92.89,1076500,ok,85
3368,30/07/2021,95.29,95.11,95.38,94.22,2339200,ok,85
3369,02/08/2021,95.56,95.56,97.42,95.02,1676900,ok,65
3370,03/08/2021,101.78,97.25,102.22,96.89,7293100,ok,70
3371,04/08/2021,101.33,102.67,103.47,101.33,2882400,ok,85
3372,05/08/2021,101.33,101.07,102.22,100.36,2049200,ok,77.5
3373,06/08/2021,100.71,102.22,103.02,100.71,3021900,ok,78
3374,09/08/2021,100.53,100.62,101.07,99.2,3219800,ok,76
3375,10/08/2021,100.45,102.22,102.22,100.45,2830600,ok,67.5
3376,11/08/2021,98.67,100.45,101.33,98.67,2382000,ok,85
3377,12/08/2021,98.76,98.67,100.36,98.22,1833400,ok,65
3378,13/08/2021,98.58,99.11,99.73,98.22,2119300,ok,65
3379,16/08/2021,98.31,99.56,100.18,98.31,3085800,ok,65
3380,17/08/2021,98.9,100,103.4,98.9,4887500,ok,62.5
3381,18/08/2021,97.9,99,100.2,97.9,2297700,ok,70
3382,19/08/2021,104,97.9,104,96.7,3521100,ok,65
3383,20/08/2021,97.7,100,102,97.2,4953900,ok,65
3384,23/08/2021,96.2,97.5,97.7,95.8,2161000,ok,35
3385,24/08/2021,95.4,96.4,97,95.1,1417400,ok,35
3386,25/08/2021,94.6,95.4,95.4,93,2057000,ok,35
3387,26/08/2021,93.1,94.6,94.6,93,1766200,ok,35
3388,27/08/2021,94.8,93,95,91.5,2485900,ok,75
3389,30/08/2021,94.1,95,95.3,94.1,1414900,ok,46
3390,31/08/2021,94.1,94.1,95.1,93.8,1529600,ok,75
3391,01/09/2021,94.1,94.1,95,94.1,1303100,ok,75
3392,06/09/2021,95,94.4,95.8,94.2,1928800,ok,68
3393,07/09/2021,93.9,95.5,95.5,93.9,2280200,ok,68
3394,08/09/2021,92,94,94.3,92,2505700,ok,75
3395,09/09/2021,91.3,92.2,92.4,91.3,2696600,ok,55
3396,10/09/2021,91.3,91.8,92,91.3,1614600,ok,55
3397,13/09/2021,92,91.8,93.4,91.6,1828100,ok,62
3398,14/09/2021,92,92.3,92.9,91.9,1419300,ok,75
3399,15/09/2021,91.4,92,92.4,91.3,1037000,ok,32
3400,16/09/2021,87.8,91.4,91.4,87.8,15130200,ok,73.33333333
3401,17/09/2021,86.8,88,89.2,86.8,5567900,ok,61.25
3402,20/09/2021,86.7,87,88.9,86,4014800,ok,57.5
3403,21/09/2021,85.6,85.5,86.4,85,4524800,ok,61.66666667
3404,22/09/2021,86.1,85.6,86.9,85.4,2845500,ok,78
3405,23/09/2021,87.1,86.5,87.4,86.4,2664100,ok,62
3406,24/09/2021,87,87.1,87.5,86.3,3207900,ok,62
3407,27/09/2021,86.1,87,87.5,83.2,3000800,ok,62
3408,28/09/2021,86.5,85.3,87,85.2,2387300,ok,70.33333333
3409,29/09/2021,86.7,86.7,86.9,86,1911200,ok,70
3410,30/09/2021,88,86.5,89.4,86.5,3404700,ok,70
3411,01/10/2021,87.7,88,88.4,87.2,1734200,ok,75
3412,04/10/2021,87.8,87.6,88,87.1,1565200,ok,79
3413,05/10/2021,88.6,87.8,88.8,87.1,2370600,ok,50.33333333
3414,06/10/2021,88.6,88.8,89,88.1,1736800,ok,72
3415,07/10/2021,88.8,88.3,89.5,88.3,2290900,ok,69
3416,08/10/2021,89.3,89,89.5,88.8,1298500,ok,76.5
3417,11/10/2021,91.9,89.4,92,89.4,2694300,ok,72
3418,12/10/2021,92.9,92,93,92,2438700,ok,60
3419,13/10/2021,93.1,93,93.8,92.8,2581200,ok,62.33333333
3420,14/10/2021,92.5,93.2,93.2,91.5,2677900,ok,56
3421,15/10/2021,92.6,92.5,93,92,1553700,ok,63
3422,18/10/2021,92.6,92.3,92.9,91.1,2039400,ok,50
3423,19/10/2021,92.4,92.6,92.7,91.5,1686700,ok,72
3424,20/10/2021,92.3,92.3,92.5,89.9,3128600,ok,72
3425,21/10/2021,91,91.7,92.6,91,2847400,ok,68.33333333
3426,22/10/2021,91.8,91,91.8,90.8,1428000,ok,50
3427,25/10/2021,92.1,91.9,92.5,91.2,1341200,ok,50
3428,26/10/2021,92.2,91.8,92.2,90.9,1335900,ok,68
3429,27/10/2021,95,92,95,91.6,3908900,ok,76
3430,28/10/2021,95,95,95.4,93.6,2086100,ok,76
3431,29/10/2021,95.8,94.2,96.5,94.2,2268000,ok,76.33333333
3432,01/11/2021,95.8,95.8,96,94.9,2226600,ok,75
3433,02/11/2021,95.8,95.7,96,94.9,1647800,ok,50
3434,03/11/2021,95.3,95.8,95.8,93.9,3568200,ok,50
3435,04/11/2021,95,95.2,95.5,94,1879100,ok,66.5
3436,05/11/2021,95,94.5,95,94,1786600,ok,78
3437,08/11/2021,94.9,95,95.5,94.5,1792000,ok,78
3438,09/11/2021,94.9,95.4,95.4,93.2,2373800,ok,65
3439,10/11/2021,94.9,95.1,95.2,93.6,1680500,ok,73.33333333
3440,11/11/2021,94.8,94.9,95,93.9,2186600,ok,74
3441,12/11/2021,94.5,94.8,94.8,93.9,1133100,ok,74
3442,15/11/2021,95,94.5,95.1,94,1922400,ok,55
3443,16/11/2021,94.8,95,95.1,93.9,1643900,ok,70
3444,17/11/2021,96.3,94.7,97,94.2,2815800,ok,70
3445,18/11/2021,94.5,97,98.5,94.5,3871100,ok,67.5
3446,19/11/2021,94.8,94.6,96,94,2032500,ok,60
3447,22/11/2021,94.8,94.5,95,93,2152100,ok,75
3448,23/11/2021,94.8,94,95,93.5,1382700,ok,78
3449,24/11/2021,94.1,94.8,95.2,93.5,2045100,ok,78
3450,25/11/2021,94,94.8,94.8,93.8,1401800,ok,68
3451,26/11/2021,98.5,95.9,100,95.2,8681700,ok,68
3452,29/11/2021,105.3,99,105.3,98.5,8742300,ok,77
3453,30/11/2021,105,105.5,106.9,103.5,4674300,ok,77
3454,01/12/2021,106,105,107.3,104,4082000,ok,70
3455,02/12/2021,107.2,106,108.5,105.1,4428600,ok,65.66666667
3456,03/12/2021,105.5,109.1,109.6,105.5,5152400,ok,65.66666667
3457,06/12/2021,105.6,107.9,109,103.6,5825100,ok,65.66666667
3458,07/12/2021,106.7,107.4,107.5,105.6,3026300,ok,65.66666667
3459,08/12/2021,105.9,106.5,107,103.5,3539500,ok,65.66666667
3460,09/12/2021,107,105,107.5,104,3173400,ok,68.33333333
3461,10/12/2021,103.1,107,107.2,103.1,3080600,ok,72
3462,13/12/2021,103.2,102.7,104.5,101,4076200,ok,70
3463,14/12/2021,102.5,103,103.1,101.6,2629100,ok,75
3464,15/12/2021,100,102.7,102.7,99.9,2897300,ok,69
3465,16/12/2021,100,100,101.5,98.3,3095200,ok,69
3466,17/12/2021,102,100,102.7,98.8,6655000,ok,75
3467,20/12/2021,99,102,102,99,1372800,ok,68
3468,21/12/2021,98.1,99,100.8,98.1,1467300,ok,67
3469,22/12/2021,99.6,98.2,100.1,98.2,2410600,ok,69.33333333
3470,23/12/2021,96,99.6,100,96,2771100,ok,68
3471,24/12/2021,96.5,96.5,96.9,95.1,1415500,ok,68
3472,27/12/2021,99,97,99,96.5,1907500,ok,68
3473,28/12/2021,98.4,99.1,99.3,96.5,1737300,ok,68
3474,29/12/2021,95.5,98,98,95.2,2291900,ok,70
3475,30/12/2021,95,95.8,96.4,95,1662400,ok,75
3476,31/12/2021,95.1,95.2,96.3,94.2,1267000,ok,75
3477,04/01/2022,101,96,101.5,95.7,3071100,ok,65
3478,05/01/2022,100,100.8,102.2,99.5,3396500,ok,65
3479,06/01/2022,104.5,101,106.4,100.5,5061400,ok,30
3480,07/01/2022,102.2,106.4,106.4,102.2,3108800,ok,47
3481,10/01/2022,102.3,102.5,105.5,102.2,2908500,ok,65
3482,11/01/2022,101,102,102,99.8,2240600,ok,70
3483,12/01/2022,100.8,101.5,101.5,98,2338500,ok,87
3484,13/01/2022,98.8,101,101,98.5,1955700,ok,60
3485,14/01/2022,98.9,98.2,99.6,98.2,1017400,ok,67.5
3486,17/01/2022,97,99,99.2,94.5,2628900,ok,40
3487,18/01/2022,95.9,97,97,94.1,2032000,ok,40
3488,19/01/2022,95.8,95,95.9,93.5,2479700,ok,70
3489,20/01/2022,95,94.6,96.3,94.6,1689300,ok,66
3490,21/01/2022,95.5,95.9,96,93.3,3192800,ok,66
3491,24/01/2022,95,94.9,96,92.5,3935300,ok,66
3492,25/01/2022,96,95,97.7,93.4,3198400,ok,75
3493,26/01/2022,96.4,96.5,96.5,94.5,1932000,ok,75
3494,27/01/2022,96.5,96.5,96.5,94.2,2559000,ok,75
3495,28/01/2022,97,95.1,97,94.5,2999600,ok,56.5
3496,07/02/2022,91.2,96.4,97.5,91.2,7413400,ok,79
3497,08/02/2022,87.3,91.3,92.3,86.7,8010800,ok,79
3498,09/02/2022,85.7,87.6,88.7,84.9,8812500,ok,79
3499,10/02/2022,84,85.7,86,81.7,11088500,ok,71.5
3500,11/02/2022,81.7,83,83.6,81.5,7846400,ok,74.66666667
3501,14/02/2022,81.8,81.7,84,80.7,4973500,ok,68
3502,15/02/2022,83.7,82,83.8,81.8,3001500,ok,70.5
3503,16/02/2022,82.9,83.9,83.9,82.7,1986000,ok,70.5
3504,17/02/2022,83.1,82.8,83.5,82,2865600,ok,70.5
3505,18/02/2022,82.2,82.5,82.8,82,2914400,ok,70.5
3506,21/02/2022,83.6,82.1,83.8,82,2513700,ok,70.5
3507,22/02/2022,82,83,83.3,81.8,2975200,ok,70
3508,23/02/2022,82.5,82.1,82.5,82,1439000,ok,70
3509,24/02/2022,80.1,82.3,82.4,79.3,6367500,ok,68
3510,25/02/2022,79.1,80.9,80.9,79.1,3385500,ok,67.5
3511,28/02/2022,77,79.5,79.5,77,4678600,ok,82.5
3512,01/03/2022,79.2,77.1,79.9,77,3467600,ok,25
3513,02/03/2022,78.9,79.2,79.2,77.2,2401000,ok,65
3514,03/03/2022,79,78.9,80.4,78.3,2610400,ok,65
3515,04/03/2022,79,79,79.3,77.8,3817400,ok,65
3516,07/03/2022,78.5,78.4,79,77.3,2442600,ok,64
3517,08/03/2022,77.9,78,78.9,77.1,4290200,ok,64
3518,09/03/2022,78,78.1,78.7,77.3,3049900,ok,64
3519,10/03/2022,79.1,78.5,80.6,78,4366600,ok,64
3520,11/03/2022,79,78.8,79,77.8,2222400,ok,85
3521,14/03/2022,78.3,78.8,78.8,77.4,2622700,ok,62.66666667
3522,15/03/2022,78.3,78,78.6,77,2733900,ok,68
3523,16/03/2022,78.1,78.3,78.4,77.2,2950000,ok,69.5
3524,17/03/2022,78.4,78.3,78.5,77.3,2565900,ok,72
3525,18/03/2022,78.8,78.3,79.5,77.4,5520700,ok,68
3526,21/03/2022,81,78.8,81,78.3,3705300,ok,51
3527,22/03/2022,82.2,81,82.4,81,3631800,ok,76.66666667
3528,23/03/2022,81.4,82.1,82.4,81.4,1529200,ok,76.66666667
3529,24/03/2022,81,81.4,81.4,80.4,1995200,ok,76.66666667
3530,25/03/2022,81,80.6,81,79.7,2193500,ok,76.66666667
3531,28/03/2022,80.5,79.9,81.2,79.7,2339900,ok,76
3532,29/03/2022,80.8,80,81.8,79.8,2798300,ok,59.33333333
3533,30/03/2022,81.1,82.5,82.7,80.4,3088400,ok,65
3534,31/03/2022,81.2,81.1,82.3,81,1372000,ok,70
3535,01/04/2022,82.1,81.4,82.5,80.9,2609900,ok,70
3536,04/04/2022,82.7,82.5,82.8,81.5,2730500,ok,75
3537,05/04/2022,82.3,82.5,83.1,81.7,3591100,ok,55
3538,06/04/2022,80.5,80.5,82.3,79.5,5679100,ok,70
3539,07/04/2022,79.5,80.2,80.3,77.6,3704800,ok,70
3540,08/04/2022,81.7,80,82.4,80,5192000,ok,65
3541,12/04/2022,81.3,81.4,81.4,80.3,2356500,ok,70
3542,13/04/2022,82.2,81,82.3,80.7,3146300,ok,45
3543,14/04/2022,81.7,81.6,82.2,81.1,1763700,ok,65
3544,15/04/2022,80.7,81.5,81.8,80.6,1678400,ok,63
3545,18/04/2022,79.5,80,80.1,78.1,2984700,ok,76
3546,19/04/2022,78.8,78.6,79.8,77.8,1816000,ok,76
3547,20/04/2022,79.3,78,79.8,78,1713900,ok,80.5
3548,21/04/2022,77.5,79,79.5,77.5,2684300,ok,80.5
3549,22/04/2022,77.7,77.7,79,77.6,1867300,ok,75
3550,25/04/2022,76.2,77.8,79.2,72.7,2738000,ok,70
3551,26/04/2022,78,73.5,78.5,73.5,3661700,ok,76.5
3552,27/04/2022,78,77.5,78,75,2793500,ok,72.5
3553,28/04/2022,77.9,78,78.2,76.3,1386100,ok,67.5
3554,29/04/2022,80,77.5,80,76.6,2148700,ok,69.4
3555,04/05/2022,79.7,79.6,80,77.7,1436000,ok,42
3556,05/05/2022,80,79.6,80,78.5,1858600,ok,42
3557,06/05/2022,79.8,78.5,80,78,1690000,ok,64
3558,09/05/2022,79.1,78.7,79.2,77.9,2428900,ok,75
3559,10/05/2022,80.4,78.9,80.4,78.1,2617900,ok,45
3560,11/05/2022,80.5,80.2,80.5,78.7,1983600,ok,65
3561,12/05/2022,79,80,80,77.1,2474100,ok,70
3562,13/05/2022,78,79,79,77.2,3134600,ok,47.5
3563,16/05/2022,77,79,79,76.2,1994100,ok,70
3564,17/05/2022,78,76,78,75.2,1857400,ok,54.5
3565,18/05/2022,78,78,78,76,2964900,ok,95
3566,19/05/2022,77.9,76.4,79,76.2,2650300,ok,75
3567,20/05/2022,77.8,77.9,77.9,76.5,2331100,ok,68
3568,23/05/2022,77.4,77.6,77.7,76.2,2644700,ok,78
3569,24/05/2022,77.6,77,77.6,76.4,1568300,ok,60
3570,25/05/2022,77.7,77.6,78.1,76.7,1360400,ok,65
3571,26/05/2022,77.7,77.7,77.7,76.8,2076700,ok,65
3572,27/05/2022,78,77.4,78,77,1575800,ok,65
3573,30/05/2022,78.5,78,78.5,77.2,1390900,ok,65
3574,31/05/2022,78.8,78,79.5,77.7,1776600,ok,75
3575,01/06/2022,79.3,78.6,79.4,78.3,1539200,ok,65.66666667
3576,02/06/2022,78.9,79.2,79.2,77.6,2935600,ok,68
3577,03/06/2022,78.8,78.1,79.2,78,1249100,ok,51
3578,06/06/2022,78.5,78.7,78.9,77.9,1503500,ok,65
3579,07/06/2022,78,78.5,78.5,77.7,1562200,ok,65
3580,08/06/2022,78.1,77.8,78.7,77.6,1441700,ok,65
3581,09/06/2022,78.1,78,78.2,77.3,1542100,ok,70
3582,10/06/2022,78,77.8,78.2,77.5,979600,ok,70
3583,13/06/2022,76.4,76.6,77.4,76.2,1795500,ok,72
3584,14/06/2022,76.6,76.2,76.6,75.2,2058500,ok,72
3585,15/06/2022,76.7,76.6,76.9,75.3,2037200,ok,76.5
3586,16/06/2022,76.6,76,77.7,75.8,1597800,ok,76.5
3587,17/06/2022,76.6,75.8,76.6,75.1,3725300,ok,76.5
3588,20/06/2022,75.6,76.6,76.6,75.3,2132800,ok,57.5
3589,21/06/2022,75,75.2,75.2,73.8,1956200,ok,57.5
3590,22/06/2022,75,74.7,75,73.6,1418900,ok,57.5
3591,23/06/2022,74.2,74.1,74.2,73,1548900,ok,75
3592,24/06/2022,74.6,73.5,74.6,72,1514800,ok,88
3593,27/06/2022,73.8,73.8,74.8,73.5,1822400,ok,88
3594,28/06/2022,73.6,73,73.8,72.4,2228300,ok,88
3595,29/06/2022,73.4,72.8,73.4,72.3,1429300,ok,88
3596,30/06/2022,73.5,72.7,73.5,72.4,1878800,ok,88
3597,01/07/2022,72.6,73.2,73.4,72.1,1866600,ok,88
3598,04/07/2022,72.7,72.4,72.7,72.2,758300,ok,71
3599,05/07/2022,72.3,72.7,72.8,72,1478700,ok,92
3600,06/07/2022,67.5,72,72.1,67.5,2171700,ok,67.5
3601,07/07/2022,69.8,68,69.8,66.5,2174100,ok,67.5
3602,08/07/2022,70,70,70.7,67.5,1413800,ok,67.5
3603,11/07/2022,70,67.7,70,66.2,2385900,ok,51
3604,12/07/2022,69.9,68.6,70.2,68,1212400,ok,75
3605,13/07/2022,69.5,68.6,70,68.3,2004600,ok,65
3606,14/07/2022,69.5,69.5,69.8,68.5,1414300,ok,68
3607,15/07/2022,69.6,69.1,69.8,68.6,1582500,ok,68
3608,18/07/2022,68,69.6,69.6,68,1088000,ok,68
3609,19/07/2022,68.8,68,69,68,655400,ok,68
3610,20/07/2022,68.2,68.8,69,68.2,626100,ok,65
3611,21/07/2022,68.5,68.2,68.8,68.1,930600,ok,68
3612,22/07/2022,66.5,68.1,68.5,66.5,674700,ok,70
3613,25/07/2022,67.3,66.9,67.4,66.5,755800,ok,74
3614,26/07/2022,66.1,66.1,67.6,66.1,592700,ok,52.5
3615,27/07/2022,66.5,66.2,66.8,66,581400,ok,75
3616,28/07/2022,67,66.6,67.1,66,1152200,ok,40
3617,29/07/2022,64,67.8,67.8,64,1908500,ok,40
3618,01/08/2022,64.7,64.9,65.1,64.1,1261800,ok,70
3619,02/08/2022,66.6,64.8,66.6,64.5,1372600,ok,70
3620,03/08/2022,66,65.8,66.4,65.1,1250700,ok,65
3621,04/08/2022,66.4,66,66.4,65.4,1146000,ok,62
3622,05/08/2022,65.4,65.9,66.2,65.2,1134900,ok,67.5
3623,08/08/2022,64.6,65.4,65.7,64.6,1010300,ok,70
3624,09/08/2022,65.3,64.8,65.4,64.7,792000,ok,65
3625,10/08/2022,64.8,65,65.6,64.7,967900,ok,70
3626,11/08/2022,65.8,65.6,66.4,65,1674000,ok,70
3627,12/08/2022,66.2,65.8,66.2,65.5,811200,ok,70
3628,15/08/2022,66.4,66.3,66.5,66.1,802100,ok,78
3629,16/08/2022,65.9,66.4,66.4,65.7,862200,ok,78
3630,17/08/2022,67.3,66.2,67.8,66,2201000,ok,78
3631,18/08/2022,68.1,67.2,69.3,67.2,2769100,ok,75
3632,19/08/2022,67.9,68,68.4,66.8,1221600,ok,75
3633,22/08/2022,66,67.2,68,66,1469100,ok,65
3634,23/08/2022,65,65.5,65.6,64.8,1437800,ok,70
3635,24/08/2022,64.9,65.2,65.8,64.9,787500,ok,71.5
3636,25/08/2022,65.9,65,65.9,65,483000,ok,71.5
3637,26/08/2022,65,66,66,65,861300,ok,72.5
3638,29/08/2022,63.6,64.3,64.4,63,1337500,ok,65
3639,30/08/2022,63.6,63.6,64.1,63.2,868400,ok,70
3640,31/08/2022,63.7,64,65.7,63.7,1236800,ok,70.33333333
3641,05/09/2022,64,64.8,65.2,64,1310100,ok,85
3642,06/09/2022,63.3,64.1,64.8,63.1,1335600,ok,85
3643,07/09/2022,62.5,63.3,63.4,62.5,1347400,ok,78
3644,08/09/2022,62.9,63.3,63.6,62.4,841200,ok,75
3645,09/09/2022,64.4,63.2,64.4,62.9,1193800,ok,75
3646,12/09/2022,64,64.9,64.9,63.8,552900,ok,75
3647,13/09/2022,64.1,64,64.3,63.6,1059100,ok,75
3648,14/09/2022,63.4,63.5,63.7,62.1,711000,ok,57.5
3649,15/09/2022,63.9,63.5,64,62.8,851300,ok,45
3650,16/09/2022,62.5,63.2,64.5,62.5,1684400,ok,76
3651,19/09/2022,62.9,62.5,63.3,62.1,786000,ok,65
3652,20/09/2022,63.9,62.6,63.9,62.6,800100,ok,69.5
3653,21/09/2022,63.1,63.5,63.6,62.7,482700,ok,44
3654,22/09/2022,63.3,62.5,63.3,58.7,1238700,ok,68
3655,23/09/2022,62.6,63,63.3,62,324200,ok,68
3656,26/09/2022,62,61.8,62.6,61.6,1195900,ok,67
3657,27/09/2022,61,62.1,62.2,60.8,639100,ok,67
3658,28/09/2022,57.5,60.1,60.8,57.5,1138100,ok,67
3659,29/09/2022,54.6,57.7,58.2,54.3,1701100,ok,67
3660,30/09/2022,55,53.3,56.4,53.3,1724300,ok,65
3661,03/10/2022,55.5,54.9,55.5,53,1452700,ok,82
3662,04/10/2022,57,56,57,54.6,1296700,ok,82
3663,05/10/2022,60,57.5,60.9,57,1328100,ok,76.625
3664,06/10/2022,60.1,59.8,62,58.1,1011900,ok,67.5
3665,07/10/2022,60.2,60.5,60.7,58.3,2987900,ok,75
3666,10/10/2022,60.2,60.2,60.9,57.7,1238400,ok,72
3667,11/10/2022,60,58.3,60.1,56.7,2186800,ok,62.5
3668,12/10/2022,60,60,60.2,58.3,1709700,ok,62.5
3669,13/10/2022,60.4,58.7,61,58.2,1246400,ok,75
3670,14/10/2022,59.7,60.5,60.5,58.4,779400,ok,75
3671,17/10/2022,56,58.6,59,56,738700,ok,68
3672,18/10/2022,58.4,56.5,58.6,56.5,606100,ok,75
3673,19/10/2022,58.5,58.5,58.7,56.5,826400,ok,75
3674,20/10/2022,58.6,58.1,58.7,57.2,1099200,ok,75
3675,21/10/2022,56.8,58.5,58.5,54.5,1414600,ok,60
3676,24/10/2022,56.5,56,56.6,52.9,1606100,ok,67
3677,25/10/2022,56.1,56.3,56.3,53,1446700,ok,67
3678,26/10/2022,54.8,56.1,56.1,53.5,1054100,ok,60
3679,27/10/2022,55,54.6,55,52.5,1974800,ok,82
3680,28/10/2022,55.7,55.4,55.8,53.5,1281000,ok,75
3681,31/10/2022,55.4,56,56.4,54.3,1052800,ok,75
3682,01/11/2022,55.4,55.7,55.8,54,1419100,ok,75
3683,02/11/2022,55.4,55.3,55.4,54,1352500,ok,75
3684,03/11/2022,55.1,54.4,55.1,54.3,909700,ok,64
3685,04/11/2022,54.3,54.9,54.9,52.1,1617900,ok,65
3686,07/11/2022,53.4,54,54,51.7,1702500,ok,72
3687,08/11/2022,53.3,52.2,53.3,49.7,2476100,ok,66.5
3688,09/11/2022,53.7,53.3,54.3,52.2,1573900,ok,65
3689,10/11/2022,53,53.6,54,52,1558000,ok,65
3690,11/11/2022,54.3,53,54.8,52.5,938500,ok,65
3691,14/11/2022,55,54.2,55.5,53.1,1394600,ok,32
3692,15/11/2022,57,55.9,57.5,55,1583400,ok,60
3693,16/11/2022,60.4,56.9,60.9,56.1,2249500,ok,60
3694,17/11/2022,64.6,62.4,64.6,60.5,4785400,ok,65
3695,18/11/2022,65.6,66.9,66.9,63.1,1693400,ok,58
3696,21/11/2022,64,66,66.7,63.6,1198200,ok,68
3697,22/11/2022,61,64,65.9,61,1466300,ok,68
3698,23/11/2022,59.7,60.1,62.6,59.7,998800,ok,68
3699,24/11/2022,61,60,62.1,60,1141700,ok,68
3700,25/11/2022,65,63,65,62.6,2290900,ok,56.66666667
3701,28/11/2022,65,66.5,67.1,65,3249900,ok,40
3702,29/11/2022,69.4,65,69.4,64.2,3559000,ok,40
3703,30/11/2022,69.6,69.5,70.2,68,3225000,ok,40
3704,01/12/2022,66,69.4,69.6,66,3204600,ok,66.5
3705,02/12/2022,68.8,65.1,68.8,65.1,3591400,ok,66.5
3706,05/12/2022,68.1,68.8,70,68,2301900,ok,72.5
3707,06/12/2022,66.6,68.1,68.5,65,1803300,ok,72.5
3708,07/12/2022,71.2,69.2,71.2,68.5,9421500,ok,45
3709,08/12/2022,69.9,74.4,74.5,69.9,5602500,ok,45
3710,09/12/2022,67.8,70.5,71.7,67.8,2660700,ok,45
3711,12/12/2022,63.1,67.8,68,63.1,2851200,ok,45
3712,13/12/2022,61.6,63.9,64,60.1,2861100,ok,45
3713,14/12/2022,60.8,62.5,63.7,60.3,2897500,ok,45
3714,15/12/2022,60.6,61.1,61.6,60.3,2311900,ok,75
3715,16/12/2022,58.4,60.6,60.8,58.4,3284600,ok,75
3716,19/12/2022,56.5,59,59.4,56.5,2873600,ok,60
3717,20/12/2022,55.9,56.5,57.8,55.1,2088400,ok,60
3718,21/12/2022,54.9,56.6,57,54.8,2477400,ok,75
3719,22/12/2022,55,56,57,55,2433400,ok,65
