,t,c,o,h,l,v,s,Date,sentiment_score
3283,1617062400,104.0,100.27,105.42,99.56,5179600,ok,2021-03-30,75.0
3284,1617148800,104.8,104.45,106.22,104.0,2823600,ok,2021-03-31,75.0
3285,1617235200,109.33,105.33,110.58,104.0,2230900,ok,2021-04-01,75.0
3286,1617321600,109.33,110.14,110.14,108.0,2255500,ok,2021-04-02,75.0
3287,1617580800,110.49,112.0,112.18,109.51,2249000,ok,2021-04-05,75.0
3288,1617667200,112.89,110.49,115.11,110.22,1979400,ok,2021-04-06,75.0
3289,1617753600,113.51,112.89,113.78,111.73,1698500,ok,2021-04-07,75.0
3290,1617840000,111.47,114.14,114.14,110.22,1509200,ok,2021-04-08,75.0
3291,1617926400,111.02,110.94,111.47,109.42,1755500,ok,2021-04-09,75.0
3292,1618185600,117.33,111.02,118.05,109.69,3481900,ok,2021-04-12,75.0
3293,1618272000,125.07,123.56,125.51,120.89,5053200,ok,2021-04-13,75.0
3294,1618358400,124.45,124.45,126.05,122.76,4102600,ok,2021-04-14,75.0
3295,1618444800,125.25,124.36,128.89,124.36,3419000,ok,2021-04-15,75.0
3296,1618531200,127.11,124.36,128.09,124.45,2988000,ok,2021-04-16,75.0
3297,1618790400,128.0,126.31,128.18,125.42,2820300,ok,2021-04-19,75.0
3298,1618876800,127.2,128.0,129.69,127.11,3108200,ok,2021-04-20,75.0
3299,1619049600,123.38,126.22,127.02,122.22,3319500,ok,2021-04-22,75.0
3300,1619136000,122.94,123.38,124.0,118.22,4410000,ok,2021-04-23,75.0
3301,1619395200,116.89,123.56,124.0,116.45,2434500,ok,2021-04-26,75.0
3302,1619481600,117.42,116.89,118.22,116.89,1631700,ok,2021-04-27,68.0
3303,1619568000,116.89,117.42,118.4,115.38,1613300,ok,2021-04-28,68.0
3304,1619654400,116.45,116.89,118.22,116.18,2181100,ok,2021-04-29,68.0
3305,1620086400,118.76,116.09,119.91,112.8,1732600,ok,2021-05-04,68.0
3306,1620172800,118.85,118.76,120.71,118.76,1268600,ok,2021-05-05,68.0
3307,1620259200,117.78,118.85,119.11,116.45,1064200,ok,2021-05-06,68.0
3308,1620345600,117.33,117.33,117.33,114.22,1769100,ok,2021-05-07,68.0
3309,1620604800,117.78,117.33,117.78,114.76,1099300,ok,2021-05-10,68.0
3310,1620691200,116.45,117.78,118.58,116.0,1164200,ok,2021-05-11,68.0
3311,1620777600,115.38,115.56,117.33,113.78,1390400,ok,2021-05-12,68.0
3312,1620864000,112.45,113.78,115.56,112.45,1723500,ok,2021-05-13,68.0
3313,1620950400,111.38,112.45,112.89,109.51,2609800,ok,2021-05-14,68.0
3314,1621209600,110.22,112.0,115.56,110.22,2417900,ok,2021-05-17,68.0
3315,1621296000,107.56,110.22,112.0,107.56,2452700,ok,2021-05-18,68.0
3316,1621382400,106.76,106.67,107.56,104.98,2178400,ok,2021-05-19,68.0
3317,1621468800,109.25,106.76,109.51,106.67,2084900,ok,2021-05-20,68.0
3318,1621555200,108.89,109.33,109.33,107.11,1622400,ok,2021-05-21,68.0
3319,1621814400,108.53,108.89,109.87,107.56,1985800,ok,2021-05-24,68.0
3320,1621900800,108.71,108.8,108.8,107.73,1514900,ok,2021-05-25,68.0
3321,1621987200,108.18,108.45,108.62,107.11,1677500,ok,2021-05-26,68.0
3322,1622073600,106.94,107.47,107.56,105.78,2081300,ok,2021-05-27,68.0
3323,1622160000,106.49,106.76,109.33,105.78,1847400,ok,2021-05-28,68.0
3324,1622419200,104.45,106.49,106.67,103.11,1846800,ok,2021-05-31,68.0
3325,1622505600,106.67,103.29,107.56,103.11,2155400,ok,2021-06-01,68.0
3326,1622592000,104.45,106.85,108.36,104.0,3130600,ok,2021-06-02,68.0
3327,1622678400,105.33,104.89,105.6,104.0,2488900,ok,2021-06-03,68.0
3328,1622764800,107.56,105.33,107.56,105.33,3689200,ok,2021-06-04,75.0
3329,1623024000,109.33,109.16,112.45,108.45,3681800,ok,2021-06-07,75.0
3330,1623110400,106.49,111.02,111.73,105.78,2699600,ok,2021-06-08,75.0
3331,1623196800,105.6,106.67,107.56,104.0,1813300,ok,2021-06-09,75.0
3332,1623283200,103.56,105.33,105.96,103.56,2929000,ok,2021-06-10,75.0
3333,1623369600,104.89,104.0,104.89,103.38,1729000,ok,2021-06-11,75.0
3334,1623628800,106.67,105.07,107.11,104.98,1933100,ok,2021-06-14,75.0
3335,1623715200,108.18,106.67,108.45,106.22,1348000,ok,2021-06-15,75.0
3336,1623801600,105.87,108.18,108.18,105.78,1180600,ok,2021-06-16,75.0
3337,1623888000,104.0,104.89,105.69,104.0,2848500,ok,2021-06-17,75.0
3338,1623974400,104.36,104.89,105.16,104.0,1788400,ok,2021-06-18,75.0
3339,1624233600,104.36,104.45,105.69,104.27,1497200,ok,2021-06-21,75.0
3340,1624320000,104.45,104.89,105.51,104.09,2161600,ok,2021-06-22,75.0
3341,1624406400,103.91,104.89,104.98,103.56,1281200,ok,2021-06-23,75.0
3342,1624492800,104.45,104.8,105.07,103.82,1374300,ok,2021-06-24,75.0
3343,1624579200,104.45,104.18,104.89,103.73,1763300,ok,2021-06-25,75.0
3344,1624838400,103.73,104.45,104.53,103.73,1711000,ok,2021-06-28,75.0
3345,1624924800,104.89,103.91,106.05,103.91,2339900,ok,2021-06-29,75.0
3346,1625011200,105.78,104.89,108.0,104.89,2685900,ok,2021-06-30,75.0
3347,1625097600,105.42,106.4,106.58,105.33,2194700,ok,2021-07-01,75.0
3348,1625184000,104.45,104.98,105.69,104.45,1789100,ok,2021-07-02,75.0
3349,1625443200,102.22,104.45,104.45,102.14,2765200,ok,2021-07-05,75.0
3350,1625529600,99.56,102.22,103.11,99.56,3006500,ok,2021-07-06,75.0
3351,1625616000,101.33,99.56,101.33,97.78,2507000,ok,2021-07-07,75.0
3352,1625702400,98.67,100.45,100.45,98.22,1480900,ok,2021-07-08,75.0
3353,1625788800,96.53,98.49,98.67,95.56,1787900,ok,2021-07-09,75.0
3354,1626048000,92.45,96.45,97.78,90.4,2863900,ok,2021-07-12,57.0
3355,1626134400,91.56,92.53,93.42,88.0,2355200,ok,2021-07-13,57.0
3356,1626220800,91.56,91.56,94.58,90.67,2585100,ok,2021-07-14,57.0
3357,1626307200,90.67,91.56,92.18,89.96,2584200,ok,2021-07-15,57.0
3358,1626393600,94.05,90.76,94.31,90.76,2158200,ok,2021-07-16,57.0
3359,1626652800,91.47,91.65,93.33,89.33,1851300,ok,2021-07-19,57.0
3360,1626739200,91.56,91.2,91.82,88.89,2130300,ok,2021-07-20,57.0
3361,1626825600,92.45,91.65,94.67,90.67,2765100,ok,2021-07-21,75.0
3362,1626912000,94.4,92.45,94.94,92.18,2242200,ok,2021-07-22,75.0
3363,1626998400,92.45,94.4,96.71,92.45,3088800,ok,2021-07-23,75.0
3364,1627257600,92.62,93.16,93.69,91.65,1940200,ok,2021-07-26,75.0
3365,1627344000,92.71,93.33,94.05,92.71,1442800,ok,2021-07-27,75.0
3366,1627430400,93.51,92.71,93.78,92.45,1192400,ok,2021-07-28,75.0
3367,1627516800,93.42,93.78,93.87,92.89,1076500,ok,2021-07-29,75.0
3368,1627603200,95.29,95.11,95.38,94.22,2339200,ok,2021-07-30,75.0
3369,1627862400,95.56,95.56,97.42,95.02,1676900,ok,2021-08-02,75.0
3370,1627948800,101.78,97.25,102.22,96.89,7293100,ok,2021-08-03,75.0
3371,1628035200,101.33,102.67,103.47,101.33,2882400,ok,2021-08-04,70.0
3372,1628121600,101.33,101.07,102.22,100.36,2049200,ok,2021-08-05,70.0
3373,1628208000,100.71,102.22,103.02,100.71,3021900,ok,2021-08-06,70.0
3374,1628467200,100.53,100.62,101.07,99.2,3219800,ok,2021-08-09,70.0
3375,1628553600,100.45,102.22,102.22,100.45,2830600,ok,2021-08-10,70.0
3376,1628640000,98.67,100.45,101.33,98.67,2382000,ok,2021-08-11,75.0
3377,1628726400,98.76,98.67,100.36,98.22,1833400,ok,2021-08-12,52.5
3378,1628812800,98.58,99.11,99.73,98.22,2119300,ok,2021-08-13,75.0
3379,1629072000,98.31,99.56,100.18,98.31,3085800,ok,2021-08-16,72.0
3380,1629158400,98.9,100.0,103.4,98.9,4887500,ok,2021-08-17,72.0
3381,1629244800,97.9,99.0,100.2,97.9,2297700,ok,2021-08-18,72.0
3382,1629331200,104.0,97.9,104.0,96.7,3521100,ok,2021-08-19,72.0
3383,1629417600,97.7,100.0,102.0,97.2,4953900,ok,2021-08-20,72.0
3384,1629676800,96.2,97.5,97.7,95.8,2161000,ok,2021-08-23,72.0
3385,1629763200,95.4,96.4,97.0,95.1,1417400,ok,2021-08-24,72.0
3386,1629849600,94.6,95.4,95.4,93.0,2057000,ok,2021-08-25,72.0
3387,1629936000,93.1,94.6,94.6,93.0,1766200,ok,2021-08-26,72.0
3388,1630022400,94.8,93.0,95.0,91.5,2485900,ok,2021-08-27,72.0
3389,1630281600,94.1,95.0,95.3,94.1,1414900,ok,2021-08-30,72.0
3390,1630368000,94.1,94.1,95.1,93.8,1529600,ok,2021-08-31,72.0
3391,1630454400,94.1,94.1,95.0,94.1,1303100,ok,2021-09-01,70.0
3392,1630886400,95.0,94.4,95.8,94.2,1928800,ok,2021-09-06,70.0
3393,1630972800,93.9,95.5,95.5,93.9,2280200,ok,2021-09-07,70.0
3394,1631059200,92.0,94.0,94.3,92.0,2505700,ok,2021-09-08,70.0
3395,1631145600,91.3,92.2,92.4,91.3,2696600,ok,2021-09-09,70.0
3396,1631232000,91.3,91.8,92.0,91.3,1614600,ok,2021-09-10,70.0
3397,1631491200,92.0,91.8,93.4,91.6,1828100,ok,2021-09-13,91.0
3398,1631577600,92.0,92.3,92.9,91.9,1419300,ok,2021-09-14,91.0
3399,1631664000,91.4,92.0,92.4,91.3,1037000,ok,2021-09-15,91.0
3400,1631750400,87.8,91.4,91.4,87.8,15130200,ok,2021-09-16,91.0
3401,1631836800,86.8,88.0,89.2,86.8,5567900,ok,2021-09-17,65.0
3402,1632096000,86.7,87.0,88.9,86.0,4014800,ok,2021-09-20,67.0
3403,1632182400,85.6,85.5,86.4,85.0,4524800,ok,2021-09-21,70.0
3404,1632268800,86.1,85.6,86.9,85.4,2845500,ok,2021-09-22,70.0
3405,1632355200,87.1,86.5,87.4,86.4,2664100,ok,2021-09-23,70.0
3406,1632441600,87.0,87.1,87.5,86.3,3207900,ok,2021-09-24,70.0
3407,1632700800,86.1,87.0,87.5,83.2,3000800,ok,2021-09-27,70.0
3408,1632787200,86.5,85.3,87.0,85.2,2387300,ok,2021-09-28,70.0
3409,1632873600,86.7,86.7,86.9,86.0,1911200,ok,2021-09-29,70.0
3410,1632960000,88.0,86.5,89.4,86.5,3404700,ok,2021-09-30,70.0
3411,1633046400,87.7,88.0,88.4,87.2,1734200,ok,2021-10-01,70.0
3412,1633305600,87.8,87.6,88.0,87.1,1565200,ok,2021-10-04,70.0
3413,1633392000,88.6,87.8,88.8,87.1,2370600,ok,2021-10-05,70.0
3414,1633478400,88.6,88.8,89.0,88.1,1736800,ok,2021-10-06,75.0
3415,1633564800,88.8,88.3,89.5,88.3,2290900,ok,2021-10-07,75.0
3416,1633651200,89.3,89.0,89.5,88.8,1298500,ok,2021-10-08,75.0
3417,1633910400,91.9,89.4,92.0,89.4,2694300,ok,2021-10-11,75.0
3418,1633996800,92.9,92.0,93.0,92.0,2438700,ok,2021-10-12,75.0
3419,1634083200,93.1,93.0,93.8,92.8,2581200,ok,2021-10-13,75.0
3420,1634169600,92.5,93.2,93.2,91.5,2677900,ok,2021-10-14,75.0
3421,1634256000,92.6,92.5,93.0,92.0,1553700,ok,2021-10-15,75.0
3422,1634515200,92.6,92.3,92.9,91.1,2039400,ok,2021-10-18,75.0
3423,1634601600,92.4,92.6,92.7,91.5,1686700,ok,2021-10-19,75.0
3424,1634688000,92.3,92.3,92.5,89.9,3128600,ok,2021-10-20,75.0
3425,1634774400,91.0,91.7,92.6,91.0,2847400,ok,2021-10-21,75.0
3426,1634860800,91.8,91.0,91.8,90.8,1428000,ok,2021-10-22,75.0
3427,1635120000,92.1,91.9,92.5,91.2,1341200,ok,2021-10-25,75.0
3428,1635206400,92.2,91.8,92.2,90.9,1335900,ok,2021-10-26,75.0
3429,1635292800,95.0,92.0,95.0,91.6,3908900,ok,2021-10-27,75.0
3430,1635379200,95.0,95.0,95.4,93.6,2086100,ok,2021-10-28,75.0
3431,1635465600,95.8,94.2,96.5,94.2,2268000,ok,2021-10-29,75.0
3432,1635724800,95.8,95.8,96.0,94.9,2226600,ok,2021-11-01,75.0
3433,1635811200,95.8,95.7,96.0,94.9,1647800,ok,2021-11-02,75.0
3434,1635897600,95.3,95.8,95.8,93.9,3568200,ok,2021-11-03,75.0
3435,1635984000,95.0,95.2,95.5,94.0,1879100,ok,2021-11-04,75.0
3436,1636070400,95.0,94.5,95.0,94.0,1786600,ok,2021-11-05,75.0
3437,1636329600,94.9,95.0,95.5,94.5,1792000,ok,2021-11-08,75.0
3438,1636416000,94.9,95.4,95.4,93.2,2373800,ok,2021-11-09,75.0
3439,1636502400,94.9,95.1,95.2,93.6,1680500,ok,2021-11-10,75.0
3440,1636588800,94.8,94.9,95.0,93.9,2186600,ok,2021-11-11,75.0
3441,1636675200,94.5,94.8,94.8,93.9,1133100,ok,2021-11-12,75.0
3442,1636934400,95.0,94.5,95.1,94.0,1922400,ok,2021-11-15,75.0
3443,1637020800,94.8,95.0,95.1,93.9,1643900,ok,2021-11-16,75.0
3444,1637107200,96.3,94.7,97.0,94.2,2815800,ok,2021-11-17,75.0
3445,1637193600,94.5,97.0,98.5,94.5,3871100,ok,2021-11-18,75.0
3446,1637280000,94.8,94.6,96.0,94.0,2032500,ok,2021-11-19,75.0
3447,1637539200,94.8,94.5,95.0,93.0,2152100,ok,2021-11-22,45.0
3448,1637625600,94.8,94.0,95.0,93.5,1382700,ok,2021-11-23,45.0
3449,1637712000,94.1,94.8,95.2,93.5,2045100,ok,2021-11-24,45.0
3450,1637798400,94.0,94.8,94.8,93.8,1401800,ok,2021-11-25,45.0
3451,1637884800,98.5,95.9,100.0,95.2,8681700,ok,2021-11-26,45.0
3452,1638144000,105.3,99.0,105.3,98.5,8742300,ok,2021-11-29,45.0
3453,1638230400,105.0,105.5,106.9,103.5,4674300,ok,2021-11-30,45.0
3454,1638316800,106.0,105.0,107.3,104.0,4082000,ok,2021-12-01,45.0
3455,1638403200,107.2,106.0,108.5,105.1,4428600,ok,2021-12-02,45.0
3456,1638489600,105.5,109.1,109.6,105.5,5152400,ok,2021-12-03,45.0
3457,1638748800,105.6,107.9,109.0,103.6,5825100,ok,2021-12-06,45.0
3458,1638835200,106.7,107.4,107.5,105.6,3026300,ok,2021-12-07,45.0
3459,1638921600,105.9,106.5,107.0,103.5,3539500,ok,2021-12-08,45.0
3460,1639008000,107.0,105.0,107.5,104.0,3173400,ok,2021-12-09,45.0
3461,1639094400,103.1,107.0,107.2,103.1,3080600,ok,2021-12-10,45.0
3462,1639353600,103.2,102.7,104.5,101.0,4076200,ok,2021-12-13,45.0
3463,1639440000,102.5,103.0,103.1,101.6,2629100,ok,2021-12-14,45.0
3464,1639526400,100.0,102.7,102.7,99.9,2897300,ok,2021-12-15,70.0
3465,1639612800,100.0,100.0,101.5,98.3,3095200,ok,2021-12-16,70.0
3466,1639699200,102.0,100.0,102.7,98.8,6655000,ok,2021-12-17,70.0
3467,1639958400,99.0,102.0,102.0,99.0,1372800,ok,2021-12-20,70.0
3468,1640044800,98.1,99.0,100.8,98.1,1467300,ok,2021-12-21,70.0
3469,1640131200,99.6,98.2,100.1,98.2,2410600,ok,2021-12-22,70.0
3470,1640217600,96.0,99.6,100.0,96.0,2771100,ok,2021-12-23,75.0
3471,1640304000,96.5,96.5,96.9,95.1,1415500,ok,2021-12-24,75.0
3472,1640563200,99.0,97.0,99.0,96.5,1907500,ok,2021-12-27,78.0
3473,1640649600,98.4,99.1,99.3,96.5,1737300,ok,2021-12-28,78.0
3474,1640736000,95.5,98.0,98.0,95.2,2291900,ok,2021-12-29,75.0
3475,1640822400,95.0,95.8,96.4,95.0,1662400,ok,2021-12-30,75.0
3476,1640908800,95.1,95.2,96.3,94.2,1267000,ok,2021-12-31,75.0
3477,1641254400,101.0,96.0,101.5,95.7,3071100,ok,2022-01-04,75.0
3478,1641340800,100.0,100.8,102.2,99.5,3396500,ok,2022-01-05,75.0
3479,1641427200,104.5,101.0,106.4,100.5,5061400,ok,2022-01-06,75.0
3480,1641513600,102.2,106.4,106.4,102.2,3108800,ok,2022-01-07,75.0
3481,1641772800,102.3,102.5,105.5,102.2,2908500,ok,2022-01-10,45.0
3482,1641859200,101.0,102.0,102.0,99.8,2240600,ok,2022-01-11,45.0
3483,1641945600,100.8,101.5,101.5,98.0,2338500,ok,2022-01-12,45.0
3484,1642032000,98.8,101.0,101.0,98.5,1955700,ok,2022-01-13,68.0
3485,1642118400,98.9,98.2,99.6,98.2,1017400,ok,2022-01-14,68.0
3486,1642377600,97.0,99.0,99.2,94.5,2628900,ok,2022-01-17,75.0
3487,1642464000,95.9,97.0,97.0,94.1,2032000,ok,2022-01-18,53.333333333333336
3488,1642550400,95.8,95.0,95.9,93.5,2479700,ok,2022-01-19,75.0
3489,1642636800,95.0,94.6,96.3,94.6,1689300,ok,2022-01-20,75.0
3490,1642723200,95.5,95.9,96.0,93.3,3192800,ok,2022-01-21,76.6
3491,1642982400,95.0,94.9,96.0,92.5,3935300,ok,2022-01-24,68.0
3492,1643068800,96.0,95.0,97.7,93.4,3198400,ok,2022-01-25,68.0
3493,1643155200,96.4,96.5,96.5,94.5,1932000,ok,2022-01-26,65.0
3494,1643241600,96.5,96.5,96.5,94.2,2559000,ok,2022-01-27,68.0
3495,1643328000,97.0,95.1,97.0,94.5,2999600,ok,2022-01-28,68.0
3496,1644192000,91.2,96.4,97.5,91.2,7413400,ok,2022-02-07,68.0
3497,1644278400,87.3,91.3,92.3,86.7,8010800,ok,2022-02-08,68.0
3498,1644364800,85.7,87.6,88.7,84.9,8812500,ok,2022-02-09,68.0
3499,1644451200,84.0,85.7,86.0,81.7,11088500,ok,2022-02-10,60.0
3500,1644537600,81.7,83.0,83.6,81.5,7846400,ok,2022-02-11,60.0
3501,1644796800,81.8,81.7,84.0,80.7,4973500,ok,2022-02-14,45.0
3502,1644883200,83.7,82.0,83.8,81.8,3001500,ok,2022-02-15,64.0
3503,1644969600,82.9,83.9,83.9,82.7,1986000,ok,2022-02-16,64.0
3504,1645056000,83.1,82.8,83.5,82.0,2865600,ok,2022-02-17,64.0
3505,1645142400,82.2,82.5,82.8,82.0,2914400,ok,2022-02-18,64.0
3506,1645401600,83.6,82.1,83.8,82.0,2513700,ok,2022-02-21,65.0
3507,1645488000,82.0,83.0,83.3,81.8,2975200,ok,2022-02-22,65.0
3508,1645574400,82.5,82.1,82.5,82.0,1439000,ok,2022-02-23,65.0
3509,1645660800,80.1,82.3,82.4,79.3,6367500,ok,2022-02-24,65.0
3510,1645747200,79.1,80.9,80.9,79.1,3385500,ok,2022-02-25,65.0
3511,1646006400,77.0,79.5,79.5,77.0,4678600,ok,2022-02-28,40.0
3512,1646092800,79.2,77.1,79.9,77.0,3467600,ok,2022-03-01,40.0
3513,1646179200,78.9,79.2,79.2,77.2,2401000,ok,2022-03-02,40.0
3514,1646265600,79.0,78.9,80.4,78.3,2610400,ok,2022-03-03,40.0
3515,1646352000,79.0,79.0,79.3,77.8,3817400,ok,2022-03-04,40.0
3516,1646611200,78.5,78.4,79.0,77.3,2442600,ok,2022-03-07,68.0
3517,1646697600,77.9,78.0,78.9,77.1,4290200,ok,2022-03-08,68.0
3518,1646784000,78.0,78.1,78.7,77.3,3049900,ok,2022-03-09,70.0
3519,1646870400,79.1,78.5,80.6,78.0,4366600,ok,2022-03-10,65.0
3520,1646956800,79.0,78.8,79.0,77.8,2222400,ok,2022-03-11,60.0
3521,1647216000,78.3,78.8,78.8,77.4,2622700,ok,2022-03-14,60.0
3522,1647302400,78.3,78.0,78.6,77.0,2733900,ok,2022-03-15,60.0
3523,1647388800,78.1,78.3,78.4,77.2,2950000,ok,2022-03-16,60.0
3524,1647475200,78.4,78.3,78.5,77.3,2565900,ok,2022-03-17,60.0
3525,1647561600,78.8,78.3,79.5,77.4,5520700,ok,2022-03-18,60.0
3526,1647820800,81.0,78.8,81.0,78.3,3705300,ok,2022-03-21,60.0
3527,1647907200,82.2,81.0,82.4,81.0,3631800,ok,2022-03-22,60.0
3528,1647993600,81.4,82.1,82.4,81.4,1529200,ok,2022-03-23,45.0
3529,1648080000,81.0,81.4,81.4,80.4,1995200,ok,2022-03-24,45.0
3530,1648166400,81.0,80.6,81.0,79.7,2193500,ok,2022-03-25,45.0
3531,1648425600,80.5,79.9,81.2,79.7,2339900,ok,2022-03-28,45.0
3532,1648512000,80.8,80.0,81.8,79.8,2798300,ok,2022-03-29,72.0
3533,1648598400,81.1,82.5,82.7,80.4,3088400,ok,2022-03-30,72.0
3534,1648684800,81.2,81.1,82.3,81.0,1372000,ok,2022-03-31,72.0
3535,1648771200,82.1,81.4,82.5,80.9,2609900,ok,2022-04-01,72.0
3536,1649030400,82.7,82.5,82.8,81.5,2730500,ok,2022-04-04,72.0
3537,1649116800,82.3,82.5,83.1,81.7,3591100,ok,2022-04-05,72.0
3538,1649203200,80.5,80.5,82.3,79.5,5679100,ok,2022-04-06,72.0
3539,1649289600,79.5,80.2,80.3,77.6,3704800,ok,2022-04-07,72.0
3540,1649376000,81.7,80.0,82.4,80.0,5192000,ok,2022-04-08,72.0
3541,1649721600,81.3,81.4,81.4,80.3,2356500,ok,2022-04-12,79.0
3542,1649808000,82.2,81.0,82.3,80.7,3146300,ok,2022-04-13,79.0
3543,1649894400,81.7,81.6,82.2,81.1,1763700,ok,2022-04-14,79.0
3544,1649980800,80.7,81.5,81.8,80.6,1678400,ok,2022-04-15,79.0
3545,1650240000,79.5,80.0,80.1,78.1,2984700,ok,2022-04-18,79.0
3546,1650326400,78.8,78.6,79.8,77.8,1816000,ok,2022-04-19,79.0
3547,1650412800,79.3,78.0,79.8,78.0,1713900,ok,2022-04-20,79.0
3548,1650499200,77.5,79.0,79.5,77.5,2684300,ok,2022-04-21,79.0
3549,1650585600,77.7,77.7,79.0,77.6,1867300,ok,2022-04-22,79.0
3550,1650844800,76.2,77.8,79.2,72.7,2738000,ok,2022-04-25,79.0
3551,1650931200,78.0,73.5,78.5,73.5,3661700,ok,2022-04-26,79.0
3552,1651017600,78.0,77.5,78.0,75.0,2793500,ok,2022-04-27,79.0
3553,1651104000,77.9,78.0,78.2,76.3,1386100,ok,2022-04-28,79.0
3554,1651190400,80.0,77.5,80.0,76.6,2148700,ok,2022-04-29,79.0
3555,1651622400,79.7,79.6,80.0,77.7,1436000,ok,2022-05-04,79.0
3556,1651708800,80.0,79.6,80.0,78.5,1858600,ok,2022-05-05,79.0
3557,1651795200,79.8,78.5,80.0,78.0,1690000,ok,2022-05-06,79.0
3558,1652054400,79.1,78.7,79.2,77.9,2428900,ok,2022-05-09,79.0
3559,1652140800,80.4,78.9,80.4,78.1,2617900,ok,2022-05-10,79.0
3560,1652227200,80.5,80.2,80.5,78.7,1983600,ok,2022-05-11,78.0
3561,1652313600,79.0,80.0,80.0,77.1,2474100,ok,2022-05-12,84.0
3562,1652400000,78.0,79.0,79.0,77.2,3134600,ok,2022-05-13,84.0
3563,1652659200,77.0,79.0,79.0,76.2,1994100,ok,2022-05-16,84.0
3564,1652745600,78.0,76.0,78.0,75.2,1857400,ok,2022-05-17,84.0
3565,1652832000,78.0,78.0,78.0,76.0,2964900,ok,2022-05-18,75.0
3566,1652918400,77.9,76.4,79.0,76.2,2650300,ok,2022-05-19,75.0
3567,1653004800,77.8,77.9,77.9,76.5,2331100,ok,2022-05-20,75.0
3568,1653264000,77.4,77.6,77.7,76.2,2644700,ok,2022-05-23,70.0
3569,1653350400,77.6,77.0,77.6,76.4,1568300,ok,2022-05-24,70.0
3570,1653436800,77.7,77.6,78.1,76.7,1360400,ok,2022-05-25,70.0
3571,1653523200,77.7,77.7,77.7,76.8,2076700,ok,2022-05-26,70.0
3572,1653609600,78.0,77.4,78.0,77.0,1575800,ok,2022-05-27,70.0
3573,1653868800,78.5,78.0,78.5,77.2,1390900,ok,2022-05-30,70.0
3574,1653955200,78.8,78.0,79.5,77.7,1776600,ok,2022-05-31,70.0
3575,1654041600,79.3,78.6,79.4,78.3,1539200,ok,2022-06-01,70.0
3576,1654128000,78.9,79.2,79.2,77.6,2935600,ok,2022-06-02,70.0
3577,1654214400,78.8,78.1,79.2,78.0,1249100,ok,2022-06-03,70.0
3578,1654473600,78.5,78.7,78.9,77.9,1503500,ok,2022-06-06,70.0
3579,1654560000,78.0,78.5,78.5,77.7,1562200,ok,2022-06-07,70.0
3580,1654646400,78.1,77.8,78.7,77.6,1441700,ok,2022-06-08,70.0
3581,1654732800,78.1,78.0,78.2,77.3,1542100,ok,2022-06-09,70.0
3582,1654819200,78.0,77.8,78.2,77.5,979600,ok,2022-06-10,70.0
3583,1655078400,76.4,76.6,77.4,76.2,1795500,ok,2022-06-13,70.0
3584,1655164800,76.6,76.2,76.6,75.2,2058500,ok,2022-06-14,70.0
3585,1655251200,76.7,76.6,76.9,75.3,2037200,ok,2022-06-15,70.0
3586,1655337600,76.6,76.0,77.7,75.8,1597800,ok,2022-06-16,70.0
3587,1655424000,76.6,75.8,76.6,75.1,3725300,ok,2022-06-17,70.0
3588,1655683200,75.6,76.6,76.6,75.3,2132800,ok,2022-06-20,63.0
3589,1655769600,75.0,75.2,75.2,73.8,1956200,ok,2022-06-21,63.0
3590,1655856000,75.0,74.7,75.0,73.6,1418900,ok,2022-06-22,63.0
3591,1655942400,74.2,74.1,74.2,73.0,1548900,ok,2022-06-23,63.0
3592,1656028800,74.6,73.5,74.6,72.0,1514800,ok,2022-06-24,63.0
3593,1656288000,73.8,73.8,74.8,73.5,1822400,ok,2022-06-27,63.0
3594,1656374400,73.6,73.0,73.8,72.4,2228300,ok,2022-06-28,63.0
3595,1656460800,73.4,72.8,73.4,72.3,1429300,ok,2022-06-29,63.0
3596,1656547200,73.5,72.7,73.5,72.4,1878800,ok,2022-06-30,63.0
3597,1656633600,72.6,73.2,73.4,72.1,1866600,ok,2022-07-01,63.0
3598,1656892800,72.7,72.4,72.7,72.2,758300,ok,2022-07-04,63.0
3599,1656979200,72.3,72.7,72.8,72.0,1478700,ok,2022-07-05,63.0
3600,1657065600,67.5,72.0,72.1,67.5,2171700,ok,2022-07-06,63.0
3601,1657152000,69.8,68.0,69.8,66.5,2174100,ok,2022-07-07,63.0
3602,1657238400,70.0,70.0,70.7,67.5,1413800,ok,2022-07-08,63.0
3603,1657497600,70.0,67.7,70.0,66.2,2385900,ok,2022-07-11,63.0
3604,1657584000,69.9,68.6,70.2,68.0,1212400,ok,2022-07-12,0.0
3605,1657670400,69.5,68.6,70.0,68.3,2004600,ok,2022-07-13,75.0
3606,1657756800,69.5,69.5,69.8,68.5,1414300,ok,2022-07-14,75.0
3607,1657843200,69.6,69.1,69.8,68.6,1582500,ok,2022-07-15,75.0
3608,1658102400,68.0,69.6,69.6,68.0,1088000,ok,2022-07-18,75.0
3609,1658188800,68.8,68.0,69.0,68.0,655400,ok,2022-07-19,75.0
3610,1658275200,68.2,68.8,69.0,68.2,626100,ok,2022-07-20,75.0
3611,1658361600,68.5,68.2,68.8,68.1,930600,ok,2022-07-21,75.0
3612,1658448000,66.5,68.1,68.5,66.5,674700,ok,2022-07-22,75.0
3613,1658707200,67.3,66.9,67.4,66.5,755800,ok,2022-07-25,75.0
3614,1658793600,66.1,66.1,67.6,66.1,592700,ok,2022-07-26,75.0
