,t,c,o,h,l,v,s,Date,sentiment_score
1827,1433376000,20.96,20.83,21.04,20.83,1277590,ok,2015-06-04,50.0
1828,1433462400,20.96,20.96,21.13,20.87,626020,ok,2015-06-05,50.0
1829,1433721600,21.04,20.96,21.26,20.96,593240,ok,2015-06-08,50.0
1830,1433808000,21.04,21.13,21.17,21.0,446220,ok,2015-06-09,50.0
1831,1433894400,20.87,21.04,21.09,20.83,476610,ok,2015-06-10,50.0
1832,1433980800,21.13,20.87,21.13,20.87,528030,ok,2015-06-11,50.0
1833,1434067200,22.33,21.21,22.33,21.17,2997570,ok,2015-06-12,50.0
1834,1434326400,21.69,22.33,22.33,21.47,850000,ok,2015-06-15,50.0
1835,1434412800,21.69,21.69,21.9,21.43,739750,ok,2015-06-16,50.0
1836,1434499200,21.69,21.69,22.11,21.39,653080,ok,2015-06-17,50.0
1837,1434585600,21.69,21.69,21.9,21.69,683660,ok,2015-06-18,50.0
1838,1434672000,21.9,21.9,22.11,21.69,944200,ok,2015-06-19,50.0
1839,1434931200,22.11,22.11,22.33,21.9,532730,ok,2015-06-22,50.0
1840,1435017600,22.33,22.11,22.55,21.9,1356440,ok,2015-06-23,50.0
1841,1435104000,22.55,22.11,22.55,22.11,780150,ok,2015-06-24,50.0
1842,1435190400,22.55,22.33,22.76,22.11,1089400,ok,2015-06-25,50.0
1843,1435276800,22.33,22.33,22.55,22.33,1026800,ok,2015-06-26,50.0
1844,1435536000,23.07,22.74,23.39,22.74,1764630,ok,2015-06-29,50.0
1845,1435622400,23.5,22.96,23.88,22.96,3429780,ok,2015-06-30,50.0
1846,1435708800,23.45,23.77,23.77,23.23,797910,ok,2015-07-01,50.0
1847,1435795200,23.72,23.61,23.72,23.5,1117760,ok,2015-07-02,50.0
1848,1435881600,24.09,23.99,24.26,23.93,1937740,ok,2015-07-03,50.0
1849,1436140800,24.09,24.31,24.36,23.77,1602770,ok,2015-07-06,50.0
1850,1436227200,23.88,23.99,24.15,23.82,2060130,ok,2015-07-07,50.0
1851,1436313600,23.5,23.82,23.82,23.34,1648750,ok,2015-07-08,50.0
1852,1436400000,23.77,23.23,24.09,23.12,1664850,ok,2015-07-09,50.0
1853,1436486400,23.93,23.93,24.09,23.77,1334490,ok,2015-07-10,50.0
1854,1436745600,23.82,23.93,23.93,23.77,1259500,ok,2015-07-13,50.0
1855,1436832000,23.77,23.61,23.82,23.61,642340,ok,2015-07-14,50.0
1856,1436918400,23.5,23.88,23.88,23.39,1452980,ok,2015-07-15,50.0
1857,1437004800,23.12,23.23,23.39,23.07,940730,ok,2015-07-16,50.0
1858,1437091200,23.07,23.23,23.28,22.96,770060,ok,2015-07-17,50.0
1859,1437350400,23.01,23.07,23.39,22.91,763460,ok,2015-07-20,50.0
1860,1437436800,23.23,22.96,23.39,22.96,575410,ok,2015-07-21,50.0
1861,1437523200,24.04,23.39,24.09,23.28,1978850,ok,2015-07-22,50.0
1862,1437609600,23.82,24.04,24.31,23.82,1096080,ok,2015-07-23,50.0
1863,1437696000,23.66,23.99,23.99,23.55,752000,ok,2015-07-24,50.0
1864,1437955200,23.77,23.77,23.93,23.61,1634930,ok,2015-07-27,50.0
1865,1438041600,23.66,23.88,24.26,23.66,2556060,ok,2015-07-28,50.0
1866,1438128000,23.34,23.77,23.82,23.28,1177900,ok,2015-07-29,50.0
1867,1438214400,23.28,23.34,23.45,23.18,729400,ok,2015-07-30,50.0
1868,1438300800,23.28,23.18,23.45,23.07,1367150,ok,2015-07-31,50.0
1869,1438560000,23.28,23.07,23.45,23.01,1810730,ok,2015-08-03,50.0
1870,1438646400,23.23,23.12,23.28,23.07,710800,ok,2015-08-04,50.0
1871,1438732800,23.34,23.28,23.34,23.12,494710,ok,2015-08-05,50.0
1872,1438819200,23.23,23.23,23.34,23.07,490170,ok,2015-08-06,50.0
1873,1438905600,23.23,23.28,23.28,23.18,318890,ok,2015-08-07,50.0
1874,1439164800,23.5,23.23,23.5,23.23,802880,ok,2015-08-10,50.0
1875,1439251200,23.61,23.5,23.61,23.45,1130250,ok,2015-08-11,50.0
1876,1439337600,23.28,23.61,23.61,23.28,810320,ok,2015-08-12,50.0
1877,1439424000,22.96,23.28,23.28,22.91,860480,ok,2015-08-13,50.0
1878,1439510400,22.58,22.96,23.18,22.47,819060,ok,2015-08-14,50.0
1879,1439769600,22.15,22.58,22.85,22.15,758640,ok,2015-08-17,50.0
1880,1439856000,22.53,22.15,22.53,22.15,563880,ok,2015-08-18,50.0
1881,1439942400,22.04,22.53,22.53,21.93,787690,ok,2015-08-19,50.0
1882,1440028800,21.93,22.04,22.26,21.66,1142450,ok,2015-08-20,50.0
1883,1440115200,21.66,21.77,21.93,20.96,3110370,ok,2015-08-21,50.0
1884,1440374400,21.66,21.66,21.66,20.47,2732410,ok,2015-08-24,50.0
1885,1440460800,21.66,20.96,21.66,20.96,2271270,ok,2015-08-25,50.0
1886,1440547200,21.72,21.45,21.82,21.39,1642870,ok,2015-08-26,50.0
1887,1440633600,22.15,21.82,22.31,21.66,1429370,ok,2015-08-27,50.0
1888,1440720000,22.53,22.36,22.53,22.04,930510,ok,2015-08-28,50.0
1889,1440979200,22.42,22.53,22.53,22.04,886190,ok,2015-08-31,50.0
1890,1441065600,22.42,22.42,22.53,21.99,885510,ok,2015-09-01,50.0
1891,1441238400,22.2,22.42,22.42,22.15,1232010,ok,2015-09-03,50.0
1892,1441324800,22.42,22.26,22.42,22.2,716580,ok,2015-09-04,50.0
1893,1441584000,22.47,22.26,22.64,22.2,433750,ok,2015-09-07,50.0
1894,1441670400,22.53,22.47,22.64,22.42,580480,ok,2015-09-08,50.0
1895,1441756800,22.64,22.69,22.69,22.53,514350,ok,2015-09-09,50.0
1896,1441843200,22.91,22.53,22.96,22.26,1097080,ok,2015-09-10,50.0
1897,1441929600,22.69,22.91,22.91,22.64,445540,ok,2015-09-11,50.0
1898,1442188800,22.58,22.69,22.69,22.47,477150,ok,2015-09-14,50.0
1899,1442275200,22.53,22.58,22.58,22.36,962630,ok,2015-09-15,50.0
1900,1442361600,22.53,22.53,22.64,22.47,1295070,ok,2015-09-16,50.0
1901,1442448000,22.69,22.69,22.8,22.53,454840,ok,2015-09-17,50.0
1902,1442534400,22.69,22.91,22.96,22.69,6992330,ok,2015-09-18,50.0
1903,1442793600,23.18,22.91,23.23,22.8,1158500,ok,2015-09-21,50.0
1904,1442880000,23.12,23.18,23.23,23.01,365500,ok,2015-09-22,50.0
1905,1442966400,22.96,22.96,23.07,22.91,707360,ok,2015-09-23,50.0
1906,1443052800,22.91,23.07,23.07,22.91,664570,ok,2015-09-24,50.0
1907,1443139200,22.74,22.91,22.91,22.64,636970,ok,2015-09-25,50.0
1908,1443398400,22.69,22.74,22.8,22.53,465240,ok,2015-09-28,50.0
1909,1443484800,22.47,22.53,22.64,22.36,431390,ok,2015-09-29,50.0
1910,1443571200,22.53,22.64,22.69,22.53,338130,ok,2015-09-30,50.0
1911,1443657600,22.47,22.64,22.74,22.47,417940,ok,2015-10-01,50.0
1912,1443744000,22.47,22.47,22.53,22.36,378770,ok,2015-10-02,50.0
1913,1444003200,22.47,22.47,22.53,22.42,472330,ok,2015-10-05,50.0
1914,1444089600,22.74,22.69,22.8,22.58,841260,ok,2015-10-06,50.0
1915,1444176000,22.96,22.8,23.28,22.58,2096590,ok,2015-10-07,50.0
1916,1444262400,23.5,22.96,23.82,22.96,2457280,ok,2015-10-08,50.0
1917,1444348800,23.39,23.5,23.72,23.39,1831340,ok,2015-10-09,50.0
1918,1444608000,23.34,23.39,23.55,23.28,974660,ok,2015-10-12,50.0
1919,1444694400,23.12,23.28,23.34,23.12,1174250,ok,2015-10-13,50.0
1920,1444780800,22.96,23.23,23.23,22.96,1173050,ok,2015-10-14,50.0
1921,1444867200,22.96,23.07,23.12,22.96,539950,ok,2015-10-15,50.0
1922,1444953600,23.12,22.96,23.12,22.96,368830,ok,2015-10-16,50.0
1923,1445212800,23.07,23.12,23.12,23.01,341820,ok,2015-10-19,50.0
1924,1445299200,22.8,23.07,23.07,22.74,576750,ok,2015-10-20,50.0
1925,1445385600,22.53,22.96,22.96,22.53,578460,ok,2015-10-21,50.0
1926,1445472000,22.96,22.58,23.12,22.58,478920,ok,2015-10-22,50.0
1927,1445558400,23.99,23.01,23.99,23.01,3208630,ok,2015-10-23,50.0
1928,1445817600,24.04,24.2,24.69,24.04,2448930,ok,2015-10-26,50.0
1929,1445904000,23.99,23.99,24.2,23.77,694730,ok,2015-10-27,50.0
1930,1445990400,23.99,24.04,24.42,23.99,1220690,ok,2015-10-28,50.0
1931,1446076800,24.85,23.99,24.85,23.99,3769240,ok,2015-10-29,50.0
1932,1446163200,24.58,24.9,24.9,24.47,1867210,ok,2015-10-30,50.0
1933,1446422400,24.31,24.63,24.74,24.26,1108090,ok,2015-11-02,50.0
1934,1446508800,24.85,24.31,24.85,23.93,1349370,ok,2015-11-03,50.0
1935,1446595200,24.63,25.01,25.28,24.63,1389650,ok,2015-11-04,50.0
1936,1446681600,24.58,24.58,24.9,24.58,765040,ok,2015-11-05,50.0
1937,1446768000,24.36,24.58,24.74,24.31,860260,ok,2015-11-06,50.0
1938,1447027200,24.36,24.47,24.53,24.2,602460,ok,2015-11-09,50.0
1939,1447113600,24.04,24.2,24.36,24.04,832570,ok,2015-11-10,50.0
1940,1447200000,23.82,24.04,24.2,23.72,1367910,ok,2015-11-11,50.0
1941,1447286400,23.61,23.66,23.99,23.07,2052850,ok,2015-11-12,50.0
1942,1447372800,23.93,23.61,23.93,23.61,758120,ok,2015-11-13,50.0
1943,1447632000,23.45,23.72,23.88,23.45,1007330,ok,2015-11-16,50.0
1944,1447718400,23.45,23.5,23.77,23.39,814300,ok,2015-11-17,50.0
1945,1447804800,23.61,23.55,23.82,23.39,686870,ok,2015-11-18,50.0
1946,1447891200,23.45,23.72,23.72,23.45,755330,ok,2015-11-19,50.0
1947,1447977600,23.61,23.61,23.72,23.45,679170,ok,2015-11-20,50.0
1948,1448236800,23.61,23.55,23.72,23.55,563750,ok,2015-11-23,50.0
1949,1448323200,23.45,23.61,23.66,23.39,478700,ok,2015-11-24,50.0
1950,1448409600,23.45,23.39,23.5,23.18,841660,ok,2015-11-25,50.0
1951,1448496000,23.34,23.45,23.45,23.28,236160,ok,2015-11-26,50.0
1952,1448582400,23.01,23.28,23.34,22.96,645100,ok,2015-11-27,50.0
1953,1448841600,23.12,22.85,23.12,22.8,942170,ok,2015-11-30,50.0
1954,1448928000,23.12,23.18,23.23,23.07,261670,ok,2015-12-01,50.0
1955,1449014400,23.01,23.23,23.39,23.01,723660,ok,2015-12-02,50.0
1956,1449100800,23.12,23.01,23.18,22.96,417700,ok,2015-12-03,50.0
1957,1449187200,22.85,23.01,23.18,22.8,564530,ok,2015-12-04,50.0
1958,1449446400,22.85,22.91,22.91,22.69,804560,ok,2015-12-07,50.0
1959,1449532800,22.91,22.74,23.01,22.58,778590,ok,2015-12-08,50.0
1960,1449619200,22.58,22.91,23.45,22.58,1356520,ok,2015-12-09,50.0
1961,1449705600,22.31,22.58,22.85,22.31,622480,ok,2015-12-10,50.0
1962,1449792000,22.42,22.31,22.47,22.31,680860,ok,2015-12-11,50.0
1963,1450051200,22.31,22.42,22.47,22.2,614150,ok,2015-12-14,50.0
1964,1450137600,22.42,22.26,22.53,22.26,376440,ok,2015-12-15,50.0
1965,1450224000,22.53,22.58,22.85,22.47,522330,ok,2015-12-16,50.0
1966,1450310400,22.64,22.69,22.85,22.58,575650,ok,2015-12-17,50.0
1967,1450396800,21.61,22.64,22.74,21.61,2466150,ok,2015-12-18,50.0
1968,1450656000,22.42,22.15,22.42,22.15,522360,ok,2015-12-21,50.0
1969,1450742400,22.47,22.42,22.58,22.36,366380,ok,2015-12-22,50.0
1970,1450828800,22.53,22.26,22.64,22.26,737670,ok,2015-12-23,50.0
1971,1450915200,22.69,22.64,22.74,22.53,672060,ok,2015-12-24,50.0
1972,1451001600,22.91,22.85,22.96,22.69,564790,ok,2015-12-25,50.0
1973,1451260800,23.5,22.91,23.61,22.91,1494140,ok,2015-12-28,50.0
1974,1451347200,24.58,23.5,24.58,23.23,2905940,ok,2015-12-29,50.0
1975,1451433600,24.85,24.36,24.85,23.77,2836200,ok,2015-12-30,50.0
1976,1451520000,24.69,24.58,24.85,24.36,3361900,ok,2015-12-31,50.0
1977,1451865600,25.66,24.63,25.66,24.42,4809120,ok,2016-01-04,50.0
1978,1451952000,25.66,25.39,25.77,25.28,2480100,ok,2016-01-05,50.0
1979,1452038400,25.66,25.61,25.88,25.23,1976280,ok,2016-01-06,50.0
1980,1452124800,25.93,25.28,26.04,25.12,2852010,ok,2016-01-07,50.0
1981,1452211200,25.93,25.66,25.93,25.39,1641950,ok,2016-01-08,50.0
1982,1452470400,26.09,25.93,26.52,25.71,1591300,ok,2016-01-11,50.0
1983,1452556800,25.93,26.09,26.15,25.71,1030900,ok,2016-01-12,50.0
1984,1452643200,25.88,25.93,25.93,25.5,2003030,ok,2016-01-13,50.0
1985,1452729600,25.93,25.5,26.04,25.5,2616100,ok,2016-01-14,50.0
1986,1452816000,25.66,25.98,25.98,25.61,931360,ok,2016-01-15,50.0
1987,1453075200,25.66,25.28,25.71,24.31,2516720,ok,2016-01-18,50.0
1988,1453161600,25.66,25.5,25.98,25.5,736420,ok,2016-01-19,50.0
1989,1453248000,25.61,25.44,25.93,25.44,1569270,ok,2016-01-20,50.0
1990,1453334400,25.82,25.77,25.93,25.55,2201170,ok,2016-01-21,50.0
1991,1453420800,26.09,25.82,26.52,25.82,1432160,ok,2016-01-22,50.0
1992,1453680000,26.09,26.2,26.2,25.93,1960040,ok,2016-01-25,50.0
1993,1453766400,25.93,25.93,26.15,25.55,1779070,ok,2016-01-26,50.0
1994,1453852800,25.66,25.66,25.71,25.34,3440360,ok,2016-01-27,50.0
1995,1453939200,26.09,25.39,26.09,25.39,4244530,ok,2016-01-28,50.0
1996,1454025600,25.71,26.04,26.04,25.5,2231860,ok,2016-01-29,50.0
1997,1454284800,25.39,25.5,25.88,25.39,1133280,ok,2016-02-01,50.0
1998,1454371200,25.39,25.23,25.5,25.23,1017260,ok,2016-02-02,50.0
1999,1454457600,25.39,25.23,25.39,24.85,1102250,ok,2016-02-03,50.0
2000,1454544000,25.39,25.39,25.66,25.39,404050,ok,2016-02-04,50.0
2001,1454630400,25.17,25.07,25.39,25.07,895260,ok,2016-02-05,50.0
2002,1455494400,24.58,25.12,25.17,24.58,685060,ok,2016-02-15,50.0
2003,1455580800,24.63,24.96,24.96,24.58,392060,ok,2016-02-16,50.0
2004,1455667200,24.58,25.01,25.01,24.58,259490,ok,2016-02-17,50.0
2005,1455753600,24.85,24.85,24.96,24.69,595150,ok,2016-02-18,50.0
2006,1455840000,24.36,24.8,24.8,23.93,1393710,ok,2016-02-19,50.0
2007,1456099200,24.42,24.36,24.42,24.09,724960,ok,2016-02-22,50.0
2008,1456185600,24.63,24.42,25.01,24.42,418590,ok,2016-02-23,50.0
2009,1456272000,24.53,24.53,24.8,24.36,534860,ok,2016-02-24,50.0
2010,1456358400,24.58,24.58,24.8,24.53,528840,ok,2016-02-25,50.0
2011,1456444800,24.31,24.63,24.74,24.15,1235270,ok,2016-02-26,50.0
2012,1456704000,23.82,24.31,24.31,23.82,259290,ok,2016-02-29,50.0
2013,1456790400,23.82,23.99,24.09,23.55,956870,ok,2016-03-01,50.0
2014,1456876800,24.31,23.99,24.36,23.88,560340,ok,2016-03-02,50.0
2015,1456963200,24.53,24.42,24.58,24.31,491450,ok,2016-03-03,50.0
2016,1457049600,24.74,24.53,24.85,24.42,802550,ok,2016-03-04,50.0
2017,1457308800,24.74,24.74,25.12,24.58,557500,ok,2016-03-07,50.0
2018,1457395200,25.07,24.63,25.07,24.63,1079780,ok,2016-03-08,50.0
2019,1457481600,25.12,25.12,25.34,25.12,1123530,ok,2016-03-09,50.0
2020,1457568000,25.12,25.12,25.28,25.07,575310,ok,2016-03-10,50.0
2021,1457654400,24.53,25.12,25.12,24.53,560370,ok,2016-03-11,50.0
2022,1457913600,24.53,24.36,24.58,24.31,346630,ok,2016-03-14,50.0
2023,1458000000,24.31,24.53,24.85,24.2,1073480,ok,2016-03-15,50.0
2024,1458086400,24.09,24.15,24.26,24.09,434350,ok,2016-03-16,50.0
2025,1458172800,24.31,24.42,24.47,24.26,488110,ok,2016-03-17,50.0
2026,1458259200,23.82,24.31,24.36,23.82,5451040,ok,2016-03-18,50.0
2027,1458518400,24.42,24.15,24.63,24.15,1039980,ok,2016-03-21,50.0
2028,1458604800,24.58,24.42,24.63,24.26,657090,ok,2016-03-22,50.0
2029,1458691200,24.53,24.31,24.63,24.09,1615870,ok,2016-03-23,50.0
2030,1458777600,24.36,24.53,24.58,24.31,510060,ok,2016-03-24,50.0
2031,1458864000,24.74,24.31,24.85,24.31,1257200,ok,2016-03-25,50.0
2032,1459123200,25.23,24.9,25.28,24.8,820660,ok,2016-03-28,50.0
2033,1459209600,25.28,25.39,25.61,25.17,1482760,ok,2016-03-29,50.0
2034,1459296000,25.39,24.8,25.39,24.8,650730,ok,2016-03-30,50.0
2035,1459382400,25.5,25.07,25.71,25.07,1398070,ok,2016-03-31,50.0
2036,1459468800,25.5,25.5,25.61,25.28,548420,ok,2016-04-01,50.0
2037,1459728000,25.44,25.55,25.55,25.28,351710,ok,2016-04-04,50.0
2038,1459814400,25.44,25.44,25.55,25.12,323780,ok,2016-04-05,50.0
2039,1459900800,25.71,25.44,25.71,25.34,547050,ok,2016-04-06,50.0
2040,1459987200,25.5,25.71,25.77,25.44,289730,ok,2016-04-07,50.0
2041,1460073600,25.66,25.5,25.71,25.34,600280,ok,2016-04-08,50.0
2042,1460332800,27.28,25.66,27.28,25.66,1288260,ok,2016-04-11,50.0
2043,1460419200,28.09,28.09,28.36,27.55,1157120,ok,2016-04-12,50.0
2044,1460505600,28.09,27.82,28.63,27.28,807840,ok,2016-04-13,50.0
2045,1460592000,28.36,27.82,29.44,27.82,1075850,ok,2016-04-14,50.0
2046,1460678400,28.09,28.36,29.44,28.09,1549470,ok,2016-04-15,50.0
2047,1461024000,26.85,28.09,28.09,26.85,1021510,ok,2016-04-19,50.0
2048,1461110400,27.28,26.85,27.55,26.85,1417390,ok,2016-04-20,50.0
2049,1461196800,27.82,27.82,28.36,27.28,1196330,ok,2016-04-21,50.0
2050,1461283200,29.44,27.82,29.71,27.82,1729690,ok,2016-04-22,50.0
2051,1461542400,28.36,29.98,30.25,28.36,1404690,ok,2016-04-25,50.0
2052,1461628800,29.17,28.36,29.44,28.36,724510,ok,2016-04-26,50.0
2053,1461715200,28.63,29.71,29.71,28.09,974580,ok,2016-04-27,50.0
2054,1461801600,28.09,28.63,28.9,28.09,520580,ok,2016-04-28,50.0
2055,1461888000,28.36,28.36,28.63,28.09,421970,ok,2016-04-29,50.0
2056,1462320000,27.55,27.82,28.36,27.55,755160,ok,2016-05-04,50.0
2057,1462406400,27.82,27.82,28.63,27.82,413180,ok,2016-05-05,50.0
2058,1462492800,28.36,28.09,28.36,28.09,813560,ok,2016-05-06,50.0
2059,1462752000,28.09,28.63,28.63,28.09,786590,ok,2016-05-09,50.0
2060,1462838400,28.09,28.09,28.09,27.55,698580,ok,2016-05-10,50.0
2061,1462924800,28.9,28.09,28.9,28.09,865680,ok,2016-05-11,50.0
2062,1463011200,28.9,29.17,29.44,28.9,469130,ok,2016-05-12,50.0
2063,1463097600,28.9,28.9,29.17,28.63,793060,ok,2016-05-13,50.0
2064,1463356800,29.71,28.9,29.98,28.63,1233650,ok,2016-05-16,50.0
2065,1463443200,29.44,29.98,29.98,29.44,518280,ok,2016-05-17,50.0
2066,1463529600,28.9,29.44,29.44,28.9,586250,ok,2016-05-18,50.0
2067,1463616000,28.9,29.44,29.44,28.63,623940,ok,2016-05-19,50.0
2068,1463702400,27.82,28.9,29.17,27.82,1554880,ok,2016-05-20,50.0
2069,1463961600,28.09,28.09,28.09,27.28,1410160,ok,2016-05-23,50.0
2070,1464048000,28.09,28.63,28.63,27.82,471240,ok,2016-05-24,50.0
2071,1464134400,28.09,28.09,28.36,27.82,283630,ok,2016-05-25,50.0
2072,1464220800,27.55,28.09,28.09,27.28,611130,ok,2016-05-26,50.0
2073,1464307200,27.82,27.55,28.09,27.55,383940,ok,2016-05-27,50.0
2074,1464566400,28.9,28.09,29.17,28.09,1078090,ok,2016-05-30,50.0
2075,1464652800,28.36,28.9,29.17,28.36,418750,ok,2016-05-31,50.0
2076,1464739200,28.9,28.63,28.9,28.36,469570,ok,2016-06-01,50.0
2077,1464825600,28.9,28.9,29.17,28.63,510870,ok,2016-06-02,50.0
2078,1464912000,29.17,28.9,29.17,28.63,345410,ok,2016-06-03,50.0
2079,1465171200,28.9,29.17,29.44,28.63,295810,ok,2016-06-06,50.0
2080,1465257600,29.44,28.9,29.44,28.9,401370,ok,2016-06-07,50.0
2081,1465344000,29.44,29.44,30.25,29.17,1064310,ok,2016-06-08,50.0
2082,1465430400,29.44,29.44,29.71,29.17,113090,ok,2016-06-09,50.0
2083,1465516800,29.17,29.44,29.71,29.17,170630,ok,2016-06-10,50.0
2084,1465776000,28.36,28.9,28.9,28.36,631990,ok,2016-06-13,50.0
2085,1465862400,28.9,28.36,28.9,28.36,278210,ok,2016-06-14,50.0
2086,1465948800,28.9,29.17,29.44,28.63,311910,ok,2016-06-15,50.0
2087,1466035200,28.9,28.9,29.17,28.63,455360,ok,2016-06-16,50.0
2088,1466121600,28.09,28.63,28.9,28.09,3234450,ok,2016-06-17,50.0
2089,1466380800,28.9,28.36,29.17,28.09,231660,ok,2016-06-20,50.0
2090,1466467200,29.17,29.17,29.44,28.9,333390,ok,2016-06-21,50.0
2091,1466553600,28.36,29.17,29.17,28.36,464600,ok,2016-06-22,50.0
2092,1466640000,28.63,28.63,28.9,28.36,291630,ok,2016-06-23,50.0
2093,1466726400,28.09,28.63,28.63,26.69,1143290,ok,2016-06-24,50.0
2094,1466985600,29.02,28.78,29.32,28.72,527320,ok,2016-06-27,50.0
2095,1467072000,28.6,29.02,29.02,28.6,414530,ok,2016-06-28,50.0
2096,1467158400,28.78,28.6,29.08,28.6,625710,ok,2016-06-29,50.0
2097,1467244800,29.62,29.08,30.58,28.9,814400,ok,2016-06-30,50.0
2098,1467331200,30.58,30.28,30.88,29.92,888200,ok,2016-07-01,50.0
2099,1467590400,30.58,30.88,31.18,30.58,459790,ok,2016-07-04,50.0
2100,1467676800,30.58,30.88,31.48,30.58,579190,ok,2016-07-05,50.0
2101,1467763200,30.58,30.58,30.88,30.28,528660,ok,2016-07-06,50.0
2102,1467849600,30.88,30.88,31.18,30.28,640510,ok,2016-07-07,50.0
2103,1467936000,30.88,31.18,31.18,30.58,718620,ok,2016-07-08,50.0
2104,1468195200,30.58,30.88,31.18,30.28,632350,ok,2016-07-11,50.0
2105,1468281600,31.18,30.58,31.18,30.58,1001810,ok,2016-07-12,50.0
2106,1468368000,32.98,31.48,32.98,31.48,1578230,ok,2016-07-13,50.0
2107,1468454400,32.08,32.98,33.28,32.08,973530,ok,2016-07-14,50.0
2108,1468540800,32.68,32.38,32.68,31.78,373250,ok,2016-07-15,50.0
2109,1468800000,32.38,32.68,32.68,32.08,519810,ok,2016-07-18,50.0
2110,1468886400,31.18,32.38,32.68,30.28,1550450,ok,2016-07-19,50.0
2111,1468972800,29.98,31.18,31.48,29.98,1193970,ok,2016-07-20,50.0
2112,1469059200,30.28,30.28,30.88,29.92,622420,ok,2016-07-21,50.0
2113,1469145600,29.98,30.28,30.58,29.74,628770,ok,2016-07-22,50.0
2114,1469404800,30.28,30.28,30.58,29.98,148890,ok,2016-07-25,50.0
2115,1469491200,30.28,30.28,30.58,29.86,266140,ok,2016-07-26,50.0
2116,1469577600,30.58,30.28,30.58,29.98,335420,ok,2016-07-27,50.0
2117,1469664000,31.48,30.88,31.78,30.58,528660,ok,2016-07-28,50.0
2118,1469750400,30.58,31.48,31.48,30.58,359260,ok,2016-07-29,50.0
2119,1470009600,30.88,30.88,31.18,30.28,460650,ok,2016-08-01,50.0
2120,1470096000,30.58,30.28,31.18,30.28,1349020,ok,2016-08-02,50.0
2121,1470182400,29.56,29.98,30.28,29.38,1214100,ok,2016-08-03,50.0
2122,1470268800,28.48,29.68,29.74,28.48,732590,ok,2016-08-04,50.0
2123,1470355200,26.8,27.88,28.36,26.68,1844020,ok,2016-08-05,50.0
2124,1470614400,26.8,26.8,27.28,24.95,3019390,ok,2016-08-08,50.0
2125,1470700800,27.28,26.68,27.46,26.68,827360,ok,2016-08-09,50.0
2126,1470787200,29.14,27.4,29.14,27.4,2852080,ok,2016-08-10,50.0
2127,1470873600,29.38,29.14,29.5,28.9,1964870,ok,2016-08-11,50.0
2128,1470960000,29.38,29.68,29.68,29.14,1226560,ok,2016-08-12,50.0
2129,1471219200,29.38,29.38,29.38,29.08,543500,ok,2016-08-15,50.0
2130,1471305600,28.72,29.38,29.38,28.48,1691880,ok,2016-08-16,50.0
2131,1471392000,28.72,28.72,29.2,28.18,1763870,ok,2016-08-17,50.0
2132,1471478400,28.72,29.32,29.32,28.6,432750,ok,2016-08-18,50.0
2133,1471564800,28.6,28.78,29.02,28.3,1158000,ok,2016-08-19,50.0
2134,1471824000,28.12,28.78,28.78,28.0,1594810,ok,2016-08-22,50.0
2135,1471910400,29.08,28.0,29.08,27.82,1687820,ok,2016-08-23,50.0
2136,1471996800,29.08,29.08,29.26,28.96,478690,ok,2016-08-24,50.0
2137,1472083200,28.96,29.08,29.08,28.66,644830,ok,2016-08-25,50.0
2138,1472169600,28.78,28.78,28.96,28.72,240700,ok,2016-08-26,50.0
2139,1472428800,28.78,28.78,29.2,28.78,858310,ok,2016-08-29,50.0
2140,1472515200,28.84,28.78,29.02,28.48,233880,ok,2016-08-30,50.0
2141,1472601600,28.84,28.78,29.08,28.72,482190,ok,2016-08-31,50.0
2142,1472688000,28.78,28.9,28.96,28.54,349770,ok,2016-09-01,50.0
2143,1473033600,28.72,28.84,28.84,28.54,394080,ok,2016-09-05,50.0
2144,1473120000,28.72,28.96,29.02,28.72,598070,ok,2016-09-06,50.0
2145,1473206400,28.48,28.84,28.84,28.42,515100,ok,2016-09-07,50.0
2146,1473292800,28.66,28.78,28.78,28.54,334150,ok,2016-09-08,50.0
2147,1473379200,29.26,29.08,29.32,28.9,918320,ok,2016-09-09,50.0
2148,1473638400,29.86,29.98,29.98,29.32,728040,ok,2016-09-12,50.0
2149,1473724800,29.44,29.68,29.92,29.38,393290,ok,2016-09-13,50.0
2150,1473811200,28.96,29.68,29.68,28.96,801730,ok,2016-09-14,50.0
2151,1473897600,30.27,29.75,30.41,29.38,824280,ok,2016-09-15,50.0
2152,1473984000,31.59,29.9,31.59,29.9,2866190,ok,2016-09-16,50.0
2153,1474243200,31.07,31.59,31.59,30.85,447860,ok,2016-09-19,50.0
2154,1474329600,31.29,30.63,31.59,30.45,779080,ok,2016-09-20,50.0
2155,1474416000,32.1,31.59,32.25,31.29,739790,ok,2016-09-21,50.0
2156,1474502400,32.32,32.1,32.62,32.1,1031190,ok,2016-09-22,50.0
2157,1474588800,32.58,32.4,32.58,32.32,464830,ok,2016-09-23,50.0
2158,1474588800,32.58,32.4,32.58,32.32,464830,ok,2016-09-23,50.0
2159,1474848000,32.84,32.58,33.06,32.1,420940,ok,2016-09-26,50.0
2160,1474934400,33.75,32.98,33.75,32.84,362780,ok,2016-09-27,50.0
2161,1475020800,32.8,33.42,33.42,32.32,1071170,ok,2016-09-28,50.0
2162,1475107200,33.02,32.8,33.02,32.76,218130,ok,2016-09-29,50.0
2163,1475193600,32.69,32.69,32.91,31.22,170270,ok,2016-09-30,50.0
