,t,c,o,h,l,v,s
1073,1329264000,19.18,18.68,19.52,18.68,23410,ok
1074,1329350400,19.18,19.52,19.52,18.85,53320,ok
1075,1329436800,19.02,18.68,19.52,18.68,24790,ok
1076,1329696000,18.85,19.18,19.52,18.35,12450,ok
1077,1329782400,18.85,19.35,19.35,18.68,19080,ok
1078,1329868800,19.18,18.85,19.18,18.52,21970,ok
1079,1329955200,19.18,19.02,19.18,18.85,58220,ok
1080,1330041600,18.68,19.35,19.35,18.68,41550,ok
1081,1330300800,18.35,18.68,19.18,18.35,82920,ok
1082,1330387200,18.35,18.35,18.68,18.18,40460,ok
1083,1330473600,17.51,18.35,18.35,17.51,87450,ok
1084,1330560000,16.68,17.01,17.01,16.68,209560,ok
1085,1330646400,17.51,17.01,17.51,17.01,156970,ok
1086,1330905600,18.35,18.35,18.35,18.35,143510,ok
1087,1330992000,17.85,19.18,19.18,17.85,66240,ok
1088,1331078400,17.68,17.85,18.02,17.18,117880,ok
1089,1331164800,17.51,17.35,18.18,17.35,84220,ok
1090,1331251200,18.02,17.51,18.02,17.51,37970,ok
1091,1331510400,17.68,17.18,18.35,17.18,61400,ok
1092,1331596800,16.85,17.35,17.51,16.85,241710,ok
1093,1331683200,17.51,17.51,17.51,16.51,44600,ok
1094,1331769600,16.68,17.01,17.51,16.68,230330,ok
1095,1331856000,16.35,17.35,17.35,16.18,240330,ok
1096,1332115200,16.35,16.35,16.35,15.85,150700,ok
1097,1332201600,16.68,16.35,17.01,16.35,130940,ok
1098,1332288000,16.68,16.85,16.85,16.51,144040,ok
1099,1332374400,16.68,16.43,16.85,16.43,123360,ok
1100,1332460800,17.18,16.68,17.18,16.68,153050,ok
1101,1332720000,17.85,17.51,17.85,17.01,219500,ok
1102,1332806400,17.01,17.85,17.85,17.01,773110,ok
1103,1332892800,16.18,16.18,16.35,16.18,593350,ok
1104,1332979200,15.76,16.6,16.6,15.68,258600,ok
1105,1333065600,16.01,16.01,16.01,15.68,196260,ok
1106,1333411200,16.01,16.01,16.01,15.85,148470,ok
1107,1333497600,15.51,16.01,16.01,15.51,248100,ok
1108,1333584000,15.51,15.51,15.76,15.26,256960,ok
1109,1333670400,15.68,15.68,15.76,15.51,93370,ok
1110,1333929600,15.51,15.85,15.85,15.35,234310,ok
1111,1334016000,15.35,15.51,15.51,15.35,359080,ok
1112,1334102400,15.76,15.35,15.76,15.26,263240,ok
1113,1334188800,15.93,15.93,16.18,15.76,282800,ok
1114,1334275200,15.85,15.93,16.35,15.85,220290,ok
1115,1334534400,16.26,16.01,16.43,15.93,178680,ok
1116,1334620800,16.51,16.26,16.6,16.1,213830,ok
1117,1334707200,16.6,16.68,17.18,16.51,156310,ok
1118,1334793600,16.51,16.6,16.68,16.26,190740,ok
1119,1334880000,16.43,16.68,16.68,16.26,250770,ok
1120,1335139200,16.51,16.26,16.51,16.26,156350,ok
1121,1335225600,16.51,16.35,16.51,16.26,160260,ok
1122,1335312000,16.51,16.51,16.51,16.35,233260,ok
1123,1335398400,16.68,16.68,16.85,16.6,98120,ok
1124,1335484800,16.85,16.85,16.85,16.68,171160,ok
1125,1335916800,17.01,17.18,17.51,16.85,217450,ok
1126,1336003200,17.01,17.01,17.18,16.85,136060,ok
1127,1336089600,17.35,17.01,17.35,16.85,105640,ok
1128,1336348800,17.35,17.35,17.51,16.85,133040,ok
1129,1336435200,17.35,17.35,17.35,17.01,137150,ok
1130,1336521600,17.18,17.35,17.35,17.01,122410,ok
1131,1336608000,17.18,17.35,17.35,17.01,90920,ok
1132,1336694400,17.01,17.18,17.35,17.01,93430,ok
1133,1336953600,17.01,16.85,17.18,16.85,79080,ok
1134,1337040000,16.68,16.85,17.18,16.51,114310,ok
1135,1337126400,16.6,16.68,17.01,16.43,143950,ok
1136,1337212800,16.6,16.35,16.6,16.18,207350,ok
1137,1337299200,16.51,16.6,16.6,16.01,169600,ok
1138,1337558400,16.85,16.68,16.85,16.68,108700,ok
1139,1337644800,17.18,17.01,17.18,16.85,87130,ok
1140,1337731200,17.01,16.68,17.35,16.68,101180,ok
1141,1337817600,16.85,16.68,17.18,16.68,71170,ok
1142,1337904000,17.01,17.01,17.01,16.68,169090,ok
1143,1338163200,17.18,17.18,17.35,16.85,86790,ok
1144,1338249600,17.35,17.18,17.35,17.01,82090,ok
1145,1338336000,17.51,17.35,17.51,17.18,226650,ok
1146,1338422400,17.18,17.18,17.51,17.18,61250,ok
1147,1338508800,17.18,17.35,17.35,17.18,73670,ok
1148,1338768000,17.23,17.86,17.86,17.01,85690,ok
1149,1338854400,17.23,16.8,17.44,16.59,161020,ok
1150,1338940800,17.65,17.23,17.65,17.12,186260,ok
1151,1339027200,17.86,18.18,18.18,17.76,103390,ok
1152,1339113600,17.86,18.29,18.29,17.86,115130,ok
1153,1339372800,17.86,17.86,17.86,17.23,144500,ok
1154,1339459200,17.76,17.76,17.86,17.33,116260,ok
1155,1339545600,17.76,17.97,17.97,17.44,124350,ok
1156,1339632000,17.65,17.76,17.76,17.12,184830,ok
1157,1339718400,17.55,17.44,17.65,17.23,348600,ok
1158,1339977600,17.55,17.65,17.65,17.55,116570,ok
1159,1340064000,17.44,17.44,17.55,17.33,86230,ok
1160,1340150400,17.44,17.55,17.55,17.23,117450,ok
1161,1340236800,17.55,17.44,17.55,17.33,100900,ok
1162,1340323200,17.23,17.44,17.44,17.23,108520,ok
1163,1340582400,18.08,17.23,18.08,17.23,276560,ok
1164,1340668800,18.08,18.08,18.08,17.44,472290,ok
1165,1340755200,18.08,18.08,18.18,17.86,427270,ok
1166,1340841600,17.97,17.97,17.97,17.55,175400,ok
1167,1340928000,17.86,17.65,17.97,17.65,243790,ok
1168,1341187200,17.44,17.55,17.86,17.33,169750,ok
1169,1341273600,17.23,17.33,17.44,17.12,83890,ok
1170,1341360000,17.23,17.23,17.33,17.12,75960,ok
1171,1341446400,17.23,17.01,17.44,17.01,76350,ok
1172,1341532800,17.12,17.12,17.44,17.01,91920,ok
1173,1341792000,16.8,17.01,17.23,16.59,161250,ok
1174,1341878400,16.7,16.8,16.8,16.38,120480,ok
1175,1341964800,16.48,16.7,16.7,16.27,200620,ok
1176,1342051200,16.48,15.95,16.8,15.95,85610,ok
1177,1342137600,17.01,16.59,17.01,16.59,181940,ok
1178,1342396800,16.8,17.01,17.01,16.38,102830,ok
1179,1342483200,16.8,16.27,16.8,16.27,273730,ok
1180,1342569600,16.7,16.8,16.8,16.59,109590,ok
1181,1342656000,16.8,16.38,16.8,16.38,185100,ok
1182,1342742400,16.7,16.8,16.8,16.7,225810,ok
1183,1343001600,16.59,16.8,16.8,16.38,109340,ok
1184,1343088000,16.38,16.59,16.59,16.06,240320,ok
1185,1343174400,16.38,16.38,16.48,16.06,100730,ok
1186,1343260800,16.38,16.16,16.48,16.16,111310,ok
1187,1343347200,16.48,16.38,16.48,16.16,246010,ok
1188,1343606400,16.48,16.16,16.48,16.16,199800,ok
1189,1343692800,16.38,16.27,16.48,16.27,159950,ok
1190,1343779200,16.27,16.27,16.38,16.06,172190,ok
1191,1343865600,16.7,16.38,17.01,16.38,254950,ok
1192,1343952000,16.7,16.7,16.7,16.48,123450,ok
1193,1344211200,16.7,16.27,16.7,16.27,147010,ok
1194,1344297600,16.8,16.8,16.91,16.59,165390,ok
1195,1344384000,16.91,17.01,17.01,16.8,107540,ok
1196,1344470400,16.91,16.91,17.01,16.8,100400,ok
1197,1344556800,16.91,17.01,17.01,16.8,65470,ok
1198,1344816000,17.01,16.7,17.01,16.7,53020,ok
1199,1344902400,17.12,17.01,17.12,17.01,93610,ok
1200,1344988800,17.01,17.23,17.23,17.01,79010,ok
1201,1345075200,16.91,17.01,17.01,16.8,115560,ok
1202,1345161600,16.7,17.01,17.01,16.7,85650,ok
1203,1345420800,16.8,16.91,16.91,16.59,230260,ok
1204,1345507200,16.27,16.59,16.8,16.06,165180,ok
1205,1345593600,16.27,16.16,16.38,15.95,212800,ok
1206,1345680000,15.53,15.85,15.95,15.53,244370,ok
1207,1345766400,15.53,15.53,15.74,14.78,263110,ok
1208,1346025600,14.78,15.53,15.53,14.78,304450,ok
1209,1346112000,14.89,14.78,14.89,14.57,118670,ok
1210,1346198400,14.99,15.42,15.63,14.89,135960,ok
1211,1346284800,15.74,15.31,15.74,15.1,60820,ok
1212,1346371200,14.99,15.53,15.53,14.99,208770,ok
1213,1346716800,15.42,15.53,15.74,15.31,73830,ok
1214,1346803200,15.31,15.74,15.74,15.21,87930,ok
1215,1346889600,15.42,15.21,15.53,15.21,70640,ok
1216,1346976000,15.31,15.42,15.53,15.31,90690,ok
1217,1347235200,15.21,15.53,15.53,15.1,68830,ok
1218,1347321600,15.31,15.31,15.42,15.21,73230,ok
1219,1347408000,15.31,15.42,15.42,15.31,83310,ok
1220,1347494400,15.31,15.31,15.42,15.21,80380,ok
1221,1347580800,15.74,15.74,15.74,15.53,151910,ok
1222,1347840000,15.95,16.16,16.48,15.95,324310,ok
1223,1347926400,16.27,16.38,16.48,15.74,103210,ok
1224,1348012800,16.38,16.16,16.38,16.16,206300,ok
1225,1348099200,16.38,16.48,16.48,16.27,115490,ok
1226,1348185600,17.01,16.48,17.01,16.48,307720,ok
1227,1348444800,16.91,17.01,17.01,16.59,262890,ok
1228,1348531200,17.12,17.01,17.12,16.7,214740,ok
1229,1348617600,17.76,17.33,17.86,17.23,450280,ok
1230,1348704000,17.65,17.97,18.08,17.01,316390,ok
1231,1348790400,17.65,17.55,17.76,17.12,278510,ok
1232,1349049600,17.55,17.44,17.55,17.12,160560,ok
1233,1349136000,17.44,17.44,17.55,17.33,141870,ok
1234,1349222400,16.8,17.44,17.44,16.8,112160,ok
1235,1349308800,17.01,17.01,17.01,16.8,53330,ok
1236,1349395200,17.01,17.01,17.01,16.8,53850,ok
1237,1349654400,17.23,17.01,17.23,17.01,157200,ok
1238,1349740800,17.12,17.01,17.23,17.01,44400,ok
1239,1349827200,17.01,17.23,17.23,16.91,54980,ok
1240,1349913600,16.8,16.8,17.01,16.8,53630,ok
1241,1350000000,16.7,16.59,17.01,16.59,34370,ok
1242,1350259200,16.8,16.48,16.8,16.48,42970,ok
1243,1350345600,16.8,16.8,16.91,16.59,62130,ok
1244,1350432000,16.8,16.8,16.8,16.59,44560,ok
1245,1350518400,16.8,16.38,16.8,16.38,52280,ok
1246,1350604800,16.8,16.8,16.91,16.59,59850,ok
1247,1350864000,16.7,16.8,16.8,16.38,51680,ok
1248,1350950400,16.59,16.48,16.8,16.48,48050,ok
1249,1351036800,16.59,16.59,16.59,16.27,59780,ok
1250,1351123200,16.59,16.38,16.7,16.38,112290,ok
1251,1351209600,16.48,16.48,16.59,16.48,49720,ok
1252,1351468800,16.59,16.27,16.59,16.27,28610,ok
1253,1351555200,16.59,16.59,16.59,16.38,43900,ok
1254,1351641600,16.59,16.38,16.59,16.38,46420,ok
1255,1351728000,16.59,16.48,16.59,16.48,52830,ok
1256,1351814400,16.48,16.38,16.59,15.95,30990,ok
1257,1352073600,16.59,16.48,16.59,16.48,24130,ok
1258,1352160000,16.59,16.27,16.59,16.27,28510,ok
1259,1352246400,16.59,16.59,16.59,16.38,85680,ok
1260,1352332800,16.7,16.38,16.7,16.38,163300,ok
1261,1352419200,16.7,16.7,16.7,16.38,29400,ok
1262,1352678400,16.7,16.38,16.7,16.38,39430,ok
1263,1352764800,16.59,16.48,16.7,16.48,28090,ok
1264,1352851200,16.59,16.38,16.7,16.38,30740,ok
1265,1352937600,16.48,16.38,16.59,16.38,33090,ok
1266,1353024000,16.48,16.38,16.48,16.27,26820,ok
1267,1353283200,16.38,16.27,16.48,16.16,37530,ok
1268,1353369600,16.38,16.38,16.38,16.06,30340,ok
1269,1353456000,16.27,16.16,16.27,16.06,40420,ok
1270,1353542400,16.16,16.06,16.16,16.06,51090,ok
1271,1353628800,16.16,16.16,16.16,16.06,30240,ok
1272,1353888000,16.06,16.06,16.06,15.85,49340,ok
1273,1353974400,15.63,15.85,16.06,15.63,44800,ok
1274,1354060800,15.63,15.53,15.63,14.89,150630,ok
1275,1354147200,15.74,15.53,15.74,15.53,75950,ok
1276,1354233600,15.63,15.53,15.63,15.31,51470,ok
1277,1354492800,15.63,15.63,15.74,15.53,120380,ok
1278,1354579200,15.53,15.63,15.63,15.42,97460,ok
1279,1354665600,15.53,15.53,15.53,15.42,53690,ok
1280,1354752000,15.53,15.53,15.53,15.42,44490,ok
1281,1354838400,14.99,15.53,15.53,14.99,128930,ok
1282,1355097600,15.63,15.42,15.74,15.42,93490,ok
1283,1355184000,16.16,15.63,16.16,15.63,140130,ok
1284,1355270400,15.85,15.95,16.27,15.63,83930,ok
1285,1355356800,15.85,16.16,16.16,15.85,37040,ok
1286,1355443200,16.16,15.85,16.16,15.85,59940,ok
1287,1355702400,15.74,15.63,15.85,15.42,65620,ok
1288,1355788800,15.53,15.85,15.85,15.42,71320,ok
1289,1355875200,15.95,15.31,15.95,15.31,85810,ok
1290,1355961600,15.53,15.74,15.85,15.53,119360,ok
1291,1356048000,15.63,15.85,15.85,15.21,220600,ok
1292,1356307200,15.74,15.85,15.95,15.63,115730,ok
1293,1356393600,15.74,15.95,15.95,15.63,164070,ok
1294,1356480000,15.95,15.74,15.95,15.63,129370,ok
1295,1356566400,16.38,15.95,16.38,15.85,143480,ok
1296,1356652800,17.01,16.38,17.01,16.27,70570,ok
1297,1357084800,17.01,16.91,17.44,16.8,106720,ok
1298,1357171200,17.01,17.01,17.01,16.8,118830,ok
1299,1357257600,17.01,17.01,17.12,16.8,162880,ok
1300,1357516800,17.76,17.12,17.86,17.12,370650,ok
1301,1357603200,17.97,17.97,18.08,17.76,363210,ok
1302,1357689600,17.65,17.97,17.97,17.65,81350,ok
1303,1357776000,17.65,17.65,17.65,17.23,120980,ok
1304,1357862400,17.76,17.97,17.97,17.55,171140,ok
1305,1358121600,17.76,17.86,17.86,17.65,215400,ok
1306,1358208000,17.76,18.08,18.18,17.76,160930,ok
1307,1358294400,17.97,18.08,18.18,17.76,237940,ok
1308,1358380800,18.08,18.08,18.18,17.97,137110,ok
1309,1358467200,18.08,18.08,18.18,17.97,205380,ok
1310,1358726400,17.86,17.97,18.18,17.86,133100,ok
1311,1358812800,18.25,18.81,18.81,18.11,200700,ok
1312,1358899200,18.39,18.39,18.67,18.25,305690,ok
1313,1358985600,18.39,18.39,18.53,18.25,248840,ok
1314,1359072000,18.53,18.39,18.67,18.39,352190,ok
1315,1359331200,18.81,18.95,19.09,18.81,331350,ok
1316,1359417600,18.81,18.81,18.95,18.67,312550,ok
1317,1359504000,18.81,18.81,18.95,18.67,596680,ok
1318,1359590400,18.67,18.53,18.81,18.53,131930,ok
1319,1359676800,18.81,18.67,18.81,18.53,188520,ok
1320,1359936000,18.81,18.81,18.95,18.81,244350,ok
1321,1360022400,18.81,18.81,19.09,18.81,741040,ok
1322,1360108800,18.95,19.09,19.09,18.81,175610,ok
1323,1360195200,18.95,19.09,19.09,18.81,104460,ok
1324,1360281600,18.95,18.81,19.09,18.53,96950,ok
1325,1361145600,18.53,18.95,18.95,18.53,117770,ok
1326,1361232000,18.81,19.09,19.09,18.67,463190,ok
1327,1361318400,18.81,18.95,18.95,18.67,145770,ok
1328,1361404800,18.25,18.67,18.81,18.25,91840,ok
1329,1361491200,17.97,18.25,18.53,17.83,109240,ok
1330,1361750400,18.25,18.25,18.25,17.97,60860,ok
1331,1361836800,17.55,18.11,18.11,17.27,145630,ok
1332,1361923200,17.83,17.55,17.83,17.41,115050,ok
1333,1362009600,18.81,17.83,18.95,17.83,551700,ok
1334,1362096000,18.53,19.09,19.09,18.53,132410,ok
1335,1362355200,19.09,18.95,19.65,18.67,379190,ok
1336,1362441600,18.53,18.95,18.95,18.53,201440,ok
1337,1362528000,18.53,19.09,19.09,18.39,94290,ok
1338,1362614400,18.11,18.53,18.53,18.11,283370,ok
1339,1362700800,18.25,18.25,18.39,18.11,73590,ok
1340,1362960000,18.53,18.25,18.53,18.11,74730,ok
1341,1363046400,17.83,18.25,18.39,17.83,169070,ok
1342,1363132800,17.83,18.11,18.25,17.69,144800,ok
1343,1363219200,17.97,17.83,17.97,17.69,75210,ok
1344,1363305600,18.39,18.11,18.39,17.97,415500,ok
1345,1363564800,18.11,18.39,18.53,18.11,102710,ok
1346,1363651200,18.11,17.97,18.39,17.97,58810,ok
1347,1363737600,18.25,17.97,18.25,17.97,61650,ok
1348,1363824000,18.39,18.25,18.53,18.25,94400,ok
1349,1363910400,18.25,18.39,18.95,18.25,210740,ok
1350,1364169600,18.67,18.25,18.81,18.25,286920,ok
1351,1364256000,18.53,18.81,18.95,18.53,154130,ok
1352,1364342400,18.11,18.53,18.53,18.11,114830,ok
1353,1364428800,17.97,18.25,18.25,17.69,135090,ok
1354,1364515200,17.83,17.69,17.97,17.69,36080,ok
1355,1364774400,18.39,17.97,18.39,17.83,88590,ok
1356,1364860800,18.53,18.11,18.53,18.11,95700,ok
1357,1364947200,18.11,18.25,18.53,17.83,124760,ok
1358,1365033600,17.83,18.25,18.25,17.55,116840,ok
1359,1365120000,18.25,18.11,18.39,17.97,218290,ok
1360,1365379200,18.25,18.53,18.53,18.11,99740,ok
1361,1365465600,17.97,18.11,18.25,17.83,141820,ok
1362,1365552000,17.69,17.97,17.97,17.69,505340,ok
1363,1365638400,17.97,17.69,17.97,17.55,133050,ok
1364,1365724800,17.83,17.97,17.97,17.55,98270,ok
1365,1365984000,17.41,17.83,17.83,16.84,82290,ok
1366,1366070400,17.41,17.12,17.41,16.7,246990,ok
1367,1366156800,17.41,17.41,17.69,17.12,109460,ok
1368,1366243200,17.27,16.98,17.27,16.84,463190,ok
1369,1366588800,17.12,17.12,17.27,16.84,204960,ok
1370,1366675200,17.27,17.27,17.27,16.98,90120,ok
1371,1366761600,17.12,17.12,17.27,17.12,181360,ok
1372,1366848000,17.41,17.27,17.41,17.12,59080,ok
1373,1366934400,17.41,17.12,17.41,17.12,82480,ok
1374,1367452800,17.83,17.12,17.97,17.12,157650,ok
1375,1367539200,17.83,17.55,17.97,17.55,73490,ok
1376,1367798400,17.97,17.97,18.11,17.97,77570,ok
1377,1367884800,17.97,17.97,18.11,17.83,340450,ok
1378,1367971200,18.11,17.97,18.11,17.97,69240,ok
1379,1368057600,18.11,17.83,18.11,17.83,61220,ok
1380,1368144000,17.97,18.11,18.25,17.55,144130,ok
1381,1368403200,18.11,17.97,18.11,17.69,82340,ok
1382,1368489600,18.11,18.11,18.11,17.83,35240,ok
1383,1368576000,17.97,18.11,18.11,17.83,115010,ok
1384,1368662400,17.83,18.11,18.11,17.83,58710,ok
1385,1368748800,17.97,17.97,17.97,17.83,41100,ok
1386,1369008000,17.97,17.97,17.97,17.69,20020,ok
1387,1369094400,18.11,17.69,18.11,17.69,31840,ok
1388,1369180800,18.53,17.97,18.53,17.97,246700,ok
1389,1369267200,17.97,18.53,18.53,17.97,199720,ok
1390,1369353600,18.25,17.97,18.39,17.97,355190,ok
1391,1369612800,18.81,18.25,18.95,18.25,255140,ok
1392,1369699200,18.81,18.81,19.09,18.67,243170,ok
1393,1369785600,20.07,18.95,20.07,18.25,848370,ok
1394,1369872000,20.07,20.63,21.2,20.07,1325820,ok
1395,1369958400,19.09,20.49,20.49,19.09,759040,ok
1396,1370217600,19.37,19.09,19.65,18.81,183400,ok
1397,1370304000,20.07,20.63,20.63,20.07,2422400,ok
1398,1370390400,19.51,19.93,19.93,19.51,635050,ok
1399,1370476800,19.23,19.37,19.51,19.23,549640,ok
1400,1370563200,19.51,19.23,19.51,19.09,906520,ok
1401,1370822400,19.65,20.21,20.21,19.65,1263220,ok
1402,1370908800,19.23,19.79,19.79,19.09,1013170,ok
1403,1370995200,19.37,19.37,19.65,19.23,650840,ok
1404,1371081600,19.09,19.23,19.51,18.81,643900,ok
1405,1371168000,18.25,19.09,19.09,18.25,1565440,ok
1406,1371427200,17.97,18.39,18.39,17.83,1538990,ok
1407,1371513600,17.97,18.11,18.25,17.97,1364110,ok
1408,1371600000,17.97,18.25,18.25,17.97,951470,ok
1409,1371686400,17.83,17.97,18.11,17.83,357810,ok
1410,1371772800,17.69,17.69,17.97,17.55,635240,ok
1411,1372032000,17.55,17.83,17.97,17.41,755930,ok
1412,1372118400,17.27,17.55,17.55,16.7,946390,ok
1413,1372204800,17.27,17.27,17.41,16.84,1003120,ok
1414,1372291200,17.69,17.27,17.69,17.27,345020,ok
1415,1372377600,17.55,17.69,17.83,17.55,320100,ok
1416,1372636800,17.27,17.55,17.55,17.12,155160,ok
1417,1372723200,17.83,17.41,17.97,17.27,413990,ok
1418,1372809600,17.83,17.83,17.97,17.55,514930,ok
1419,1372896000,17.69,17.83,18.11,17.69,1982700,ok
1420,1372982400,17.69,17.83,17.83,17.55,144780,ok
1421,1373241600,17.41,17.69,17.69,17.27,238650,ok
1422,1373328000,17.69,17.41,17.69,17.41,280430,ok
1423,1373414400,17.55,17.83,17.83,17.41,207760,ok
1424,1373500800,17.83,17.55,17.83,17.41,2499420,ok
1425,1373587200,18.25,17.83,18.25,17.69,2300070,ok
1426,1373846400,18.11,18.25,18.39,17.69,2470510,ok
1427,1373932800,17.97,18.11,18.25,17.69,3291530,ok
1428,1374019200,17.97,17.97,18.25,17.69,3892710,ok
1429,1374105600,17.83,17.83,18.11,17.69,4173320,ok
1430,1374192000,17.97,17.97,18.11,17.69,3411160,ok
1431,1374451200,17.83,17.97,17.97,17.69,4404440,ok
1432,1374537600,17.83,17.83,17.97,17.69,4466240,ok
1433,1374624000,17.83,17.83,17.97,17.55,2637950,ok
1434,1374710400,17.97,17.83,17.97,17.69,4287660,ok
1435,1374796800,17.97,17.97,17.97,17.69,3877670,ok
1436,1375056000,17.69,17.83,17.97,17.69,1029000,ok
1437,1375142400,17.41,17.69,17.83,17.41,176550,ok
1438,1375228800,17.69,17.41,17.69,17.12,273900,ok
1439,1375315200,17.83,17.41,17.83,17.41,185760,ok
1440,1375401600,17.83,17.69,17.97,17.69,171820,ok
1441,1375660800,17.97,17.69,17.97,17.69,264270,ok
1442,1375747200,18.11,17.83,18.11,17.69,397020,ok
1443,1375833600,18.53,18.11,18.67,17.97,506530,ok
1444,1375920000,18.53,18.53,18.67,18.39,280580,ok
1445,1376006400,18.53,18.53,18.67,18.25,268440,ok
1446,1376265600,18.11,18.53,18.53,18.11,185980,ok
1447,1376352000,18.25,18.25,18.39,18.11,225200,ok
1448,1376438400,18.39,18.25,18.39,17.97,190870,ok
1449,1376524800,18.53,18.53,18.81,18.53,844420,ok
1450,1376611200,18.67,18.53,18.67,18.39,305030,ok
1451,1376870400,18.53,18.67,18.95,18.53,433700,ok
1452,1376956800,18.25,18.53,18.67,18.11,442460,ok
1453,1377043200,18.39,18.25,18.53,17.97,330550,ok
1454,1377129600,18.67,18.25,18.95,18.25,629460,ok
1455,1377216000,18.53,18.67,18.81,18.11,284080,ok
1456,1377475200,18.25,18.53,18.53,18.11,284690,ok
1457,1377561600,17.97,18.11,18.25,17.97,145150,ok
1458,1377648000,17.83,17.83,17.83,16.98,774770,ok
1459,1377734400,17.27,17.69,17.83,17.27,463010,ok
1460,1377820800,17.55,17.27,17.55,17.27,157030,ok
1461,1378166400,17.41,17.41,17.55,17.27,166220,ok
1462,1378252800,17.41,17.27,17.55,17.12,363360,ok
1463,1378339200,17.41,17.27,17.55,17.12,280670,ok
1464,1378425600,17.83,17.41,17.97,17.27,1846240,ok
1465,1378684800,17.41,17.69,17.83,17.41,309190,ok
1466,1378771200,17.69,17.41,17.83,17.41,129590,ok
1467,1378857600,17.83,17.69,17.83,17.55,223790,ok
1468,1378944000,17.69,17.69,17.83,17.55,148430,ok
1469,1379030400,17.69,17.55,17.97,17.55,195260,ok
1470,1379289600,17.55,17.83,17.83,17.55,266060,ok
1471,1379376000,17.55,17.69,17.69,17.55,116100,ok
1472,1379462400,17.55,17.55,17.69,17.41,153790,ok
1473,1379548800,17.55,17.69,17.69,17.55,170480,ok
1474,1379635200,17.27,17.55,17.55,17.27,883320,ok
1475,1379894400,17.41,17.55,17.55,17.27,69140,ok
1476,1379980800,17.55,17.27,17.55,17.27,176720,ok
1477,1380067200,17.41,17.55,17.69,17.41,325130,ok
1478,1380153600,17.55,17.41,17.69,17.41,141530,ok
1479,1380240000,17.55,17.55,17.69,17.41,137190,ok
1480,1380499200,17.55,17.55,17.69,17.41,369040,ok
1481,1380585600,17.41,17.55,17.69,17.41,432890,ok
1482,1380672000,17.55,17.55,17.69,17.41,276360,ok
1483,1380758400,17.55,17.69,17.69,17.41,212530,ok
1484,1380844800,17.69,17.55,17.69,17.55,382690,ok
1485,1381104000,17.97,17.69,17.97,17.55,472720,ok
1486,1381190400,17.97,17.97,18.25,17.97,1562330,ok
1487,1381276800,17.97,18.11,18.11,17.83,87560,ok
1488,1381363200,17.97,17.97,17.97,17.69,163200,ok
1489,1381449600,17.97,17.97,18.11,17.83,242240,ok
1490,1381708800,17.83,17.97,17.97,17.69,57260,ok
1491,1381795200,17.97,17.69,17.97,17.69,186260,ok
1492,1381881600,18.11,17.97,18.25,17.97,363210,ok
1493,1381968000,18.25,18.11,18.39,18.11,251590,ok
1494,1382054400,18.39,18.25,18.39,17.97,208190,ok
1495,1382313600,18.53,18.39,18.67,18.25,247830,ok
1496,1382400000,18.67,18.53,18.81,18.53,247120,ok
1497,1382486400,18.95,18.81,18.95,18.67,255940,ok
1498,1382572800,18.67,18.95,18.95,18.53,133480,ok
1499,1382659200,18.67,18.67,18.81,18.53,71350,ok
1500,1382918400,18.53,18.67,18.67,18.39,52520,ok
1501,1383004800,18.53,18.39,18.53,18.25,90160,ok
1502,1383091200,18.81,18.67,18.81,18.53,182310,ok
1503,1383177600,18.95,18.81,18.95,18.81,132420,ok
1504,1383264000,18.81,18.95,18.95,18.67,81420,ok
1505,1383523200,18.81,18.81,18.95,18.53,88640,ok
1506,1383609600,18.67,18.67,18.95,18.39,90080,ok
1507,1383696000,18.67,18.53,18.81,18.53,217440,ok
1508,1383782400,18.67,18.67,18.81,18.39,198630,ok
1509,1383868800,18.53,18.53,18.67,18.53,122590,ok
1510,1384128000,18.53,18.67,18.67,18.25,74310,ok
1511,1384214400,18.53,18.53,18.67,18.25,212900,ok
1512,1384300800,18.53,18.39,18.67,18.39,257600,ok
1513,1384387200,18.67,18.25,18.67,18.25,469050,ok
1514,1384473600,18.67,18.67,18.81,18.53,482580,ok
1515,1384732800,18.81,18.81,19.09,18.67,470600,ok
1516,1384819200,19.09,18.81,19.09,18.67,355360,ok
1517,1384905600,19.09,18.95,19.09,18.81,186590,ok
1518,1384992000,19.09,19.09,19.37,18.95,229600,ok
1519,1385078400,19.09,19.09,19.23,18.95,251730,ok
1520,1385337600,19.23,19.09,19.37,19.09,229550,ok
1521,1385424000,19.23,19.23,19.23,18.81,731520,ok
1522,1385510400,18.81,19.23,19.23,18.81,522130,ok
1523,1385596800,19.09,18.95,19.09,18.81,275520,ok
1524,1385683200,19.37,19.09,19.37,19.09,358020,ok
1525,1385942400,19.65,19.23,19.65,19.23,176520,ok
1526,1386028800,19.93,19.65,19.93,19.65,282280,ok
1527,1386115200,19.93,19.79,20.07,19.79,69710,ok
1528,1386201600,19.93,19.93,20.07,19.65,238180,ok
1529,1386288000,19.93,19.79,19.93,19.79,81510,ok
1530,1386547200,19.93,20.07,20.07,19.79,105100,ok
1531,1386633600,20.07,19.93,20.21,19.79,311260,ok
1532,1386720000,20.07,20.07,20.07,19.79,69190,ok
1533,1386806400,20.07,19.93,20.07,19.93,44460,ok
1534,1386892800,19.93,19.93,20.21,19.93,95740,ok
1535,1387152000,18.95,19.65,19.93,18.95,300030,ok
1536,1387238400,19.65,19.09,19.65,18.95,158210,ok
1537,1387324800,19.93,19.65,19.93,19.23,54910,ok
